match_id,player,opponent,set,serve_pts,aces,dfs,first_in,first_won,second_in,second_won,bk_pts,bp_saved,return_pts,return_pts_won,winners,unforced,serve_gap,match_date,start_time,gender,competition,level,surface,round,player_id,opponent_id,won,winning_reason
20251016-women-WTA_125K_Rio_de_Janeiro__Brazil_Women_Singles-round_of_16-Simona_Waltert-Miriana_Tona,Simona Waltert,Miriana Tona,Total,49.0,3.0,3.0,44.0,28.0,8.0,2.0,4.0,2.0,70.0,39.0,,,3.0,20251016,2025-10-16 18:00:00+00:00,women,"WTA 125K Rio de Janeiro, Brazil Women Singles",wta_125,,round_of_16,sr:competitor:245295,sr:competitor:104929,True,
20251016-women-WTA_125K_Rio_de_Janeiro__Brazil_Women_Singles-round_of_16-Simona_Waltert-Miriana_Tona,Miriana Tona,Simona Waltert,Total,70.0,0.0,5.0,51.0,23.0,22.0,8.0,15.0,9.0,49.0,19.0,,,3.0,20251016,2025-10-16 18:00:00+00:00,women,"WTA 125K Rio de Janeiro, Brazil Women Singles",wta_125,,round_of_16,sr:competitor:104929,sr:competitor:245295,False,
20251016-women-WTA_125K_Rio_de_Janeiro__Brazil_Women_Singles-round_of_16-Martina_Capurro_Taborda-Martina_Colmegna,Martina Capurro Taborda,Martina Colmegna,Total,75.0,0.0,8.0,54.0,26.0,21.0,9.0,11.0,4.0,93.0,44.0,,,0.0,20251016,2025-10-16 18:00:00+00:00,women,"WTA 125K Rio de Janeiro, Brazil Women Singles",wta_125,,round_of_16,sr:competitor:83607,sr:competitor:79315,False,
20251016-women-WTA_125K_Rio_de_Janeiro__Brazil_Women_Singles-round_of_16-Martina_Capurro_Taborda-Martina_Colmegna,Martina Colmegna,Martina Capurro Taborda,Total,93.0,2.0,3.0,75.0,40.0,18.0,9.0,10.0,5.0,75.0,40.0,,,0.0,20251016,2025-10-16 18:00:00+00:00,women,"WTA 125K Rio de Janeiro, Brazil Women Singles",wta_125,,round_of_16,sr:competitor:79315,sr:competitor:83607,True,
20251016-men-ATP_Brussels__Belgium_Singles-round_of_16-Botic_Van_de_Zandschulp-Eliot_Spizzirri,Botic Van de Zandschulp,Eliot Spizzirri,Total,58.0,3.0,5.0,32.0,16.0,26.0,13.0,5.0,1.0,46.0,10.0,,,0.0,20251016,2025-10-16 18:35:00+00:00,men,"ATP Brussels, Belgium Singles",atp_250,,round_of_16,sr:competitor:102339,sr:competitor:448357,False,
20251016-men-ATP_Brussels__Belgium_Singles-round_of_16-Botic_Van_de_Zandschulp-Eliot_Spizzirri,Eliot Spizzirri,Botic Van de Zandschulp,Total,46.0,10.0,0.0,41.0,32.0,5.0,4.0,0.0,0.0,58.0,29.0,,,0.0,20251016,2025-10-16 18:35:00+00:00,men,"ATP Brussels, Belgium Singles",atp_250,,round_of_16,sr:competitor:448357,sr:competitor:102339,True,
20251016-men-ATP_Stockholm__Sweden_Men_Singles-round_of_16-Jacob_Fearnley-Elias_Ymer,Jacob Fearnley,Elias Ymer,Total,51.0,1.0,7.0,30.0,19.0,21.0,7.0,7.0,3.0,46.0,12.0,,,0.0,20251016,2025-10-16 19:00:00+00:00,men,"ATP Stockholm, Sweden Men Singles",atp_250,,round_of_16,sr:competitor:407783,sr:competitor:83661,False,
20251016-men-ATP_Stockholm__Sweden_Men_Singles-round_of_16-Jacob_Fearnley-Elias_Ymer,Elias Ymer,Jacob Fearnley,Total,46.0,4.0,2.0,31.0,25.0,15.0,9.0,2.0,2.0,51.0,25.0,,,0.0,20251016,2025-10-16 19:00:00+00:00,men,"ATP Stockholm, Sweden Men Singles",atp_250,,round_of_16,sr:competitor:83661,sr:competitor:407783,True,
20251016-women-WTA_125K_Rio_de_Janeiro__Brazil_Women_Singles-round_of_16-Julia_Grabher-Thaisa_Grana_Pedretti,Julia Grabher,Thaisa Grana Pedretti,Total,60.0,1.0,8.0,43.0,26.0,18.0,9.0,5.0,3.0,69.0,34.0,,,1.0,20251016,2025-10-16 19:40:00+00:00,women,"WTA 125K Rio de Janeiro, Brazil Women Singles",wta_125,,round_of_16,sr:competitor:113079,sr:competitor:120664,True,
20251016-women-WTA_125K_Rio_de_Janeiro__Brazil_Women_Singles-round_of_16-Julia_Grabher-Thaisa_Grana_Pedretti,Thaisa Grana Pedretti,Julia Grabher,Total,69.0,1.0,2.0,53.0,28.0,16.0,7.0,13.0,8.0,60.0,25.0,,,0.0,20251016,2025-10-16 19:40:00+00:00,women,"WTA 125K Rio de Janeiro, Brazil Women Singles",wta_125,,round_of_16,sr:competitor:120664,sr:competitor:113079,False,
20251016-women-WTA_125K_Tampico__Mexico_Women_Singles-quarterfinal-Harriet_Dart-Petra_Marcinko,Harriet Dart,Petra Marcinko,Total,43.0,3.0,3.0,27.0,22.0,16.0,9.0,1.0,0.0,58.0,27.0,,,0.0,20251016,2025-10-16 20:00:00+00:00,women,"WTA 125K Tampico, Mexico Women Singles",wta_125,,quarterfinal,sr:competitor:53789,sr:competitor:790640,True,
20251016-women-WTA_125K_Tampico__Mexico_Women_Singles-quarterfinal-Harriet_Dart-Petra_Marcinko,Petra Marcinko,Harriet Dart,Total,58.0,1.0,3.0,38.0,21.0,20.0,10.0,6.0,3.0,43.0,12.0,,,0.0,20251016,2025-10-16 20:00:00+00:00,women,"WTA 125K Tampico, Mexico Women Singles",wta_125,,quarterfinal,sr:competitor:790640,sr:competitor:53789,False,
20251016-women-WTA_125K_Tampico__Mexico_Women_Singles-quarterfinal-Elvina_Kalieva-Cadence_Brace,Elvina Kalieva,Cadence Brace,Total,94.0,5.0,6.0,67.0,35.0,30.0,14.0,15.0,9.0,108.0,46.0,,,3.0,20251016,2025-10-16 21:45:00+00:00,women,"WTA 125K Tampico, Mexico Women Singles",wta_125,,quarterfinal,sr:competitor:380396,sr:competitor:751899,False,
20251016-women-WTA_125K_Tampico__Mexico_Women_Singles-quarterfinal-Elvina_Kalieva-Cadence_Brace,Cadence Brace,Elvina Kalieva,Total,108.0,2.0,7.0,83.0,52.0,25.0,10.0,8.0,4.0,94.0,45.0,,,0.0,20251016,2025-10-16 21:45:00+00:00,women,"WTA 125K Tampico, Mexico Women Singles",wta_125,,quarterfinal,sr:competitor:751899,sr:competitor:380396,True,
20251016-women-WTA_125K_Tampico__Mexico_Women_Singles-quarterfinal-Katrina_Scott-Jessica_Pieri,Katrina Scott,Jessica Pieri,Total,73.0,5.0,1.0,57.0,26.0,16.0,10.0,10.0,4.0,89.0,36.0,,,0.0,20251016,2025-10-16 22:00:00+00:00,women,"WTA 125K Tampico, Mexico Women Singles",wta_125,,quarterfinal,sr:competitor:499486,sr:competitor:96237,False,
20251016-women-WTA_125K_Tampico__Mexico_Women_Singles-quarterfinal-Katrina_Scott-Jessica_Pieri,Jessica Pieri,Katrina Scott,Total,89.0,0.0,0.0,70.0,43.0,19.0,10.0,11.0,8.0,73.0,37.0,,,0.0,20251016,2025-10-16 22:00:00+00:00,women,"WTA 125K Tampico, Mexico Women Singles",wta_125,,quarterfinal,sr:competitor:96237,sr:competitor:499486,True,
20251016-women-WTA_125K_Rio_de_Janeiro__Brazil_Women_Singles-round_of_16-Carolina_Alves-Sinja_Kraus,Carolina Alves,Sinja Kraus,Total,65.0,2.0,1.0,43.0,24.0,22.0,12.0,5.0,1.0,58.0,20.0,,,0.0,20251016,2025-10-16 23:50:00+00:00,women,"WTA 125K Rio de Janeiro, Brazil Women Singles",wta_125,,round_of_16,sr:competitor:51839,sr:competitor:315609,False,
20251016-women-WTA_125K_Rio_de_Janeiro__Brazil_Women_Singles-round_of_16-Carolina_Alves-Sinja_Kraus,Sinja Kraus,Carolina Alves,Total,58.0,1.0,2.0,32.0,22.0,26.0,16.0,4.0,2.0,65.0,29.0,,,0.0,20251016,2025-10-16 23:50:00+00:00,women,"WTA 125K Rio de Janeiro, Brazil Women Singles",wta_125,,round_of_16,sr:competitor:315609,sr:competitor:51839,True,
20251017-women-WTA_125K_Tampico__Mexico_Women_Singles-quarterfinal-Hanne_Vandewinkel-Marina_Stakusic,Hanne Vandewinkel,Marina Stakusic,Total,51.0,3.0,3.0,38.0,30.0,13.0,6.0,2.0,1.0,63.0,27.0,,,0.0,20251017,2025-10-17 01:00:00+00:00,women,"WTA 125K Tampico, Mexico Women Singles",wta_125,,quarterfinal,sr:competitor:801414,sr:competitor:595220,True,
20251017-women-WTA_125K_Tampico__Mexico_Women_Singles-quarterfinal-Hanne_Vandewinkel-Marina_Stakusic,Marina Stakusic,Hanne Vandewinkel,Total,63.0,2.0,4.0,37.0,26.0,27.0,10.0,8.0,4.0,51.0,15.0,,,1.0,20251017,2025-10-17 01:00:00+00:00,women,"WTA 125K Tampico, Mexico Women Singles",wta_125,,quarterfinal,sr:competitor:595220,sr:competitor:801414,False,
20251017-women-WTA_Osaka__Japan_Women_Singles-quarterfinal-Rebecca_Sramkova-Leylah_Fernandez,Rebecca Sramkova,Leylah Fernandez,Total,74.0,1.0,7.0,47.0,29.0,28.0,11.0,9.0,5.0,59.0,21.0,,,1.0,20251017,2025-10-17 02:30:00+00:00,women,"WTA Osaka, Japan Women Singles",wta_250,,quarterfinal,sr:competitor:71034,sr:competitor:289507,False,
20251017-women-WTA_Osaka__Japan_Women_Singles-quarterfinal-Rebecca_Sramkova-Leylah_Fernandez,Leylah Fernandez,Rebecca Sramkova,Total,59.0,1.0,3.0,43.0,28.0,16.0,10.0,3.0,1.0,74.0,34.0,,,0.0,20251017,2025-10-17 02:30:00+00:00,women,"WTA Osaka, Japan Women Singles",wta_250,,quarterfinal,sr:competitor:289507,sr:competitor:71034,True,
20251017-women-WTA_Ningbo__China_Women_Singles-quarterfinal-Belinda_Bencic-Jasmine_Paolini,Belinda Bencic,Jasmine Paolini,Total,106.0,3.0,6.0,57.0,36.0,48.0,19.0,14.0,7.0,128.0,57.0,,,-1.0,20251017,2025-10-17 05:00:00+00:00,women,"WTA Ningbo, China Women Singles",wta_500,,quarterfinal,sr:competitor:63957,sr:competitor:69208,False,
20251017-women-WTA_Ningbo__China_Women_Singles-quarterfinal-Belinda_Bencic-Jasmine_Paolini,Jasmine Paolini,Belinda Bencic,Total,128.0,4.0,2.0,76.0,45.0,52.0,26.0,20.0,14.0,106.0,51.0,,,0.0,20251017,2025-10-17 05:00:00+00:00,women,"WTA Ningbo, China Women Singles",wta_500,,quarterfinal,sr:competitor:69208,sr:competitor:63957,True,
20251017-women-WTA_Osaka__Japan_Women_Singles-quarterfinal-Viktorija_Golubic-Sorana_Cirstea,Viktorija Golubic,Sorana Cirstea,Total,78.0,1.0,2.0,54.0,33.0,24.0,10.0,7.0,3.0,64.0,21.0,,,0.0,20251017,2025-10-17 05:05:00+00:00,women,"WTA Osaka, Japan Women Singles",wta_250,,quarterfinal,sr:competitor:48455,sr:competitor:19728,False,
20251017-women-WTA_Osaka__Japan_Women_Singles-quarterfinal-Viktorija_Golubic-Sorana_Cirstea,Sorana Cirstea,Viktorija Golubic,Total,64.0,5.0,1.0,38.0,28.0,26.0,15.0,5.0,3.0,78.0,35.0,,,0.0,20251017,2025-10-17 05:05:00+00:00,women,"WTA Osaka, Japan Women Singles",wta_250,,quarterfinal,sr:competitor:19728,sr:competitor:48455,True,
20251017-men-ATP_Almaty__Kazakhstan_Men_Singles-quarterfinal-James_Duckworth-Flavio_Cobolli,James Duckworth,Flavio Cobolli,Total,55.0,2.0,1.0,27.0,24.0,28.0,18.0,5.0,5.0,85.0,40.0,,,0.0,20251017,2025-10-17 06:00:00+00:00,men,"ATP Almaty, Kazakhstan Men Singles",atp_250,,quarterfinal,sr:competitor:39711,sr:competitor:399637,True,
20251017-men-ATP_Almaty__Kazakhstan_Men_Singles-quarterfinal-James_Duckworth-Flavio_Cobolli,Flavio Cobolli,James Duckworth,Total,85.0,5.0,6.0,42.0,29.0,43.0,16.0,13.0,10.0,55.0,13.0,,,0.0,20251017,2025-10-17 06:00:00+00:00,men,"ATP Almaty, Kazakhstan Men Singles",atp_250,,quarterfinal,sr:competitor:399637,sr:competitor:39711,False,
20251017-women-WTA_125K_Jinan__China_Women_Singles-semifinal-Lulu_Sun-Janice_Tjen,Lulu Sun,Janice Tjen,Total,103.0,7.0,5.0,48.0,36.0,55.0,27.0,6.0,2.0,106.0,39.0,,,0.0,20251017,2025-10-17 06:00:00+00:00,women,"WTA 125K Jinan, China Women Singles",wta_125,,semifinal,sr:competitor:202363,sr:competitor:460837,False,
20251017-women-WTA_125K_Jinan__China_Women_Singles-semifinal-Lulu_Sun-Janice_Tjen,Janice Tjen,Lulu Sun,Total,106.0,4.0,2.0,70.0,47.0,36.0,20.0,9.0,5.0,103.0,40.0,,,0.0,20251017,2025-10-17 06:00:00+00:00,women,"WTA 125K Jinan, China Women Singles",wta_125,,semifinal,sr:competitor:460837,sr:competitor:202363,True,
20251017-women-WTA_Osaka__Japan_Women_Singles-quarterfinal-Tereza_Valentova-Olga_Danilovic,Tereza Valentova,Olga Danilovic,Total,82.0,3.0,7.0,44.0,30.0,38.0,17.0,7.0,3.0,78.0,42.0,,,0.0,20251017,2025-10-17 07:00:00+00:00,women,"WTA Osaka, Japan Women Singles",wta_250,,quarterfinal,sr:competitor:728549,sr:competitor:211262,True,
20251017-women-WTA_Osaka__Japan_Women_Singles-quarterfinal-Tereza_Valentova-Olga_Danilovic,Olga Danilovic,Tereza Valentova,Total,78.0,2.0,1.0,48.0,22.0,30.0,14.0,10.0,3.0,82.0,35.0,,,0.0,20251017,2025-10-17 07:00:00+00:00,women,"WTA Osaka, Japan Women Singles",wta_250,,quarterfinal,sr:competitor:211262,sr:competitor:728549,False,
20251017-men-ATP_Almaty__Kazakhstan_Men_Singles-quarterfinal-Fabian_Marozsan-Daniil_Medvedev,Fabian Marozsan,Daniil Medvedev,Total,53.0,2.0,1.0,39.0,25.0,14.0,7.0,4.0,1.0,59.0,14.0,,,0.0,20251017,2025-10-17 07:50:00+00:00,men,"ATP Almaty, Kazakhstan Men Singles",atp_250,,quarterfinal,sr:competitor:254383,sr:competitor:163504,False,
20251017-men-ATP_Almaty__Kazakhstan_Men_Singles-quarterfinal-Fabian_Marozsan-Daniil_Medvedev,Daniil Medvedev,Fabian Marozsan,Total,59.0,9.0,2.0,48.0,38.0,11.0,7.0,3.0,3.0,53.0,21.0,,,0.0,20251017,2025-10-17 07:50:00+00:00,men,"ATP Almaty, Kazakhstan Men Singles",atp_250,,quarterfinal,sr:competitor:163504,sr:competitor:254383,True,
20251017-women-WTA_Ningbo__China_Women_Singles-quarterfinal-Ekaterina_Alexandrova-McCartney_Kessler,Ekaterina Alexandrova,McCartney Kessler,Total,72.0,5.0,2.0,44.0,32.0,28.0,13.0,11.0,10.0,69.0,32.0,,,0.0,20251017,2025-10-17 08:40:00+00:00,women,"WTA Ningbo, China Women Singles",wta_500,,quarterfinal,sr:competitor:67759,sr:competitor:287769,True,
20251017-women-WTA_Ningbo__China_Women_Singles-quarterfinal-Ekaterina_Alexandrova-McCartney_Kessler,McCartney Kessler,Ekaterina Alexandrova,Total,69.0,2.0,2.0,54.0,32.0,15.0,5.0,12.0,8.0,72.0,27.0,,,0.0,20251017,2025-10-17 08:40:00+00:00,women,"WTA Ningbo, China Women Singles",wta_500,,quarterfinal,sr:competitor:287769,sr:competitor:67759,False,
20251017-women-WTA_125K_Jinan__China_Women_Singles-semifinal-Priska_Madelyn_Nugroho-Anna_Bondar,Priska Madelyn Nugroho,Anna Bondar,Total,48.0,3.0,2.0,28.0,15.0,20.0,7.0,9.0,4.0,46.0,15.0,,,0.0,20251017,2025-10-17 08:40:00+00:00,women,"WTA 125K Jinan, China Women Singles",wta_125,,semifinal,sr:competitor:459317,sr:competitor:150574,False,
20251017-women-WTA_125K_Jinan__China_Women_Singles-semifinal-Priska_Madelyn_Nugroho-Anna_Bondar,Anna Bondar,Priska Madelyn Nugroho,Total,46.0,1.0,0.0,29.0,21.0,17.0,10.0,1.0,0.0,48.0,26.0,,,0.0,20251017,2025-10-17 08:40:00+00:00,women,"WTA 125K Jinan, China Women Singles",wta_125,,semifinal,sr:competitor:150574,sr:competitor:459317,True,
20251017-men-ATP_Almaty__Kazakhstan_Men_Singles-quarterfinal-Shintaro_Mochizuki-Alex_Michelsen,Shintaro Mochizuki,Alex Michelsen,Total,92.0,4.0,7.0,44.0,32.0,48.0,17.0,14.0,9.0,101.0,41.0,,,0.0,20251017,2025-10-17 09:10:00+00:00,men,"ATP Almaty, Kazakhstan Men Singles",atp_250,,quarterfinal,sr:competitor:503814,sr:competitor:871495,False,
20251017-men-ATP_Almaty__Kazakhstan_Men_Singles-quarterfinal-Shintaro_Mochizuki-Alex_Michelsen,Alex Michelsen,Shintaro Mochizuki,Total,101.0,12.0,2.0,71.0,50.0,30.0,10.0,9.0,6.0,92.0,43.0,,,0.0,20251017,2025-10-17 09:10:00+00:00,men,"ATP Almaty, Kazakhstan Men Singles",atp_250,,quarterfinal,sr:competitor:871495,sr:competitor:503814,True,
20251017-men-ATP_Stockholm__Sweden_Men_Singles-quarterfinal-Ugo_Humbert-Lorenzo_Sonego,Ugo Humbert,Lorenzo Sonego,Total,110.0,8.0,1.0,76.0,49.0,34.0,23.0,12.0,12.0,90.0,35.0,,,0.0,20251017,2025-10-17 10:00:00+00:00,men,"ATP Stockholm, Sweden Men Singles",atp_250,,quarterfinal,sr:competitor:185388,sr:competitor:104847,True,
20251017-men-ATP_Stockholm__Sweden_Men_Singles-quarterfinal-Ugo_Humbert-Lorenzo_Sonego,Lorenzo Sonego,Ugo Humbert,Total,90.0,2.0,4.0,60.0,40.0,30.0,15.0,9.0,4.0,110.0,38.0,,,0.0,20251017,2025-10-17 10:00:00+00:00,men,"ATP Stockholm, Sweden Men Singles",atp_250,,quarterfinal,sr:competitor:104847,sr:competitor:185388,False,
20251017-women-WTA_Ningbo__China_Women_Singles-quarterfinal-Ajla_Tomljanovic-Elena_Rybakina,Ajla Tomljanovic,Elena Rybakina,Total,53.0,0.0,9.0,29.0,17.0,24.0,4.0,12.0,6.0,36.0,10.0,,,0.0,20251017,2025-10-17 10:35:00+00:00,women,"WTA Ningbo, China Women Singles",wta_500,,quarterfinal,sr:competitor:34486,sr:competitor:186312,False,
20251017-women-WTA_Ningbo__China_Women_Singles-quarterfinal-Ajla_Tomljanovic-Elena_Rybakina,Elena Rybakina,Ajla Tomljanovic,Total,36.0,7.0,3.0,21.0,16.0,15.0,10.0,1.0,0.0,53.0,32.0,,,0.0,20251017,2025-10-17 10:35:00+00:00,women,"WTA Ningbo, China Women Singles",wta_500,,quarterfinal,sr:competitor:186312,sr:competitor:34486,True,
20251017-men-ATP_Brussels__Belgium_Singles-quarterfinal-Jiri_Lehecka-Benjamin_Bonzi,Jiri Lehecka,Benjamin Bonzi,Total,67.0,12.0,0.0,49.0,43.0,18.0,10.0,0.0,0.0,88.0,37.0,,,0.0,20251017,2025-10-17 12:00:00+00:00,men,"ATP Brussels, Belgium Singles",atp_250,,quarterfinal,sr:competitor:339377,sr:competitor:94485,True,
20251017-men-ATP_Brussels__Belgium_Singles-quarterfinal-Jiri_Lehecka-Benjamin_Bonzi,Benjamin Bonzi,Jiri Lehecka,Total,88.0,6.0,2.0,58.0,38.0,30.0,13.0,8.0,4.0,67.0,14.0,,,0.0,20251017,2025-10-17 12:00:00+00:00,men,"ATP Brussels, Belgium Singles",atp_250,,quarterfinal,sr:competitor:94485,sr:competitor:339377,False,
20251017-women-WTA_Ningbo__China_Women_Singles-quarterfinal-Lin_Zhu-Diana_Shnaider,Lin Zhu,Diana Shnaider,Total,70.0,2.0,3.0,47.0,28.0,23.0,6.0,11.0,5.0,70.0,27.0,,,0.0,20251017,2025-10-17 12:00:00+00:00,women,"WTA Ningbo, China Women Singles",wta_500,,quarterfinal,sr:competitor:45584,sr:competitor:588071,False,
20251017-women-WTA_Ningbo__China_Women_Singles-quarterfinal-Lin_Zhu-Diana_Shnaider,Diana Shnaider,Lin Zhu,Total,70.0,2.0,5.0,51.0,33.0,19.0,10.0,9.0,5.0,70.0,36.0,,,0.0,20251017,2025-10-17 12:00:00+00:00,women,"WTA Ningbo, China Women Singles",wta_500,,quarterfinal,sr:competitor:588071,sr:competitor:45584,True,
20251017-men-ATP_Stockholm__Sweden_Men_Singles-quarterfinal-Holger_Rune-Tomas_Martin_Etcheverry,Holger Rune,Tomas Martin Etcheverry,Total,81.0,12.0,8.0,51.0,42.0,31.0,15.0,5.0,2.0,120.0,52.0,,,1.0,20251017,2025-10-17 13:00:00+00:00,men,"ATP Stockholm, Sweden Men Singles",atp_250,,quarterfinal,sr:competitor:429603,sr:competitor:169496,True,
20251017-men-ATP_Stockholm__Sweden_Men_Singles-quarterfinal-Holger_Rune-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,Holger Rune,Total,120.0,7.0,3.0,81.0,52.0,39.0,16.0,9.0,3.0,81.0,24.0,,,0.0,20251017,2025-10-17 13:00:00+00:00,men,"ATP Stockholm, Sweden Men Singles",atp_250,,quarterfinal,sr:competitor:169496,sr:competitor:429603,False,
20251017-men-ATP_Almaty__Kazakhstan_Men_Singles-quarterfinal-Jan_Lennard_Struff-Corentin_Moutet,Jan-Lennard Struff,Corentin Moutet,Total,64.0,3.0,3.0,39.0,24.0,25.0,12.0,6.0,1.0,80.0,33.0,,,0.0,20251017,2025-10-17 14:00:00+00:00,men,"ATP Almaty, Kazakhstan Men Singles",atp_250,,quarterfinal,sr:competitor:46391,sr:competitor:175014,False,
20251017-men-ATP_Almaty__Kazakhstan_Men_Singles-quarterfinal-Jan_Lennard_Struff-Corentin_Moutet,Corentin Moutet,Jan-Lennard Struff,Total,80.0,4.0,4.0,47.0,32.0,33.0,15.0,18.0,15.0,64.0,28.0,,,0.0,20251017,2025-10-17 14:00:00+00:00,men,"ATP Almaty, Kazakhstan Men Singles",atp_250,,quarterfinal,sr:competitor:175014,sr:competitor:46391,True,
20251017-men-ATP_Brussels__Belgium_Singles-quarterfinal-Lorenzo_Musetti-Giovanni_Mpetshi_Perricard,Lorenzo Musetti,Giovanni Mpetshi Perricard,Total,69.0,4.0,3.0,53.0,40.0,16.0,9.0,3.0,2.0,62.0,11.0,,,0.0,20251017,2025-10-17 14:10:00+00:00,men,"ATP Brussels, Belgium Singles",atp_250,,quarterfinal,sr:competitor:359602,sr:competitor:450283,False,
20251017-men-ATP_Brussels__Belgium_Singles-quarterfinal-Lorenzo_Musetti-Giovanni_Mpetshi_Perricard,Giovanni Mpetshi Perricard,Lorenzo Musetti,Total,62.0,12.0,1.0,51.0,45.0,11.0,6.0,0.0,0.0,69.0,20.0,,,0.0,20251017,2025-10-17 14:10:00+00:00,men,"ATP Brussels, Belgium Singles",atp_250,,quarterfinal,sr:competitor:450283,sr:competitor:359602,True,
20251017-men-ATP_Brussels__Belgium_Singles-quarterfinal-Eliot_Spizzirri-Felix_Auger_Aliassime,Eliot Spizzirri,Felix Auger-Aliassime,Total,65.0,5.0,1.0,49.0,31.0,16.0,9.0,7.0,4.0,73.0,23.0,,,0.0,20251017,2025-10-17 16:30:00+00:00,men,"ATP Brussels, Belgium Singles",atp_250,,quarterfinal,sr:competitor:448357,sr:competitor:195800,False,
20251017-men-ATP_Brussels__Belgium_Singles-quarterfinal-Eliot_Spizzirri-Felix_Auger_Aliassime,Felix Auger-Aliassime,Eliot Spizzirri,Total,73.0,11.0,2.0,49.0,40.0,24.0,10.0,4.0,3.0,65.0,25.0,,,0.0,20251017,2025-10-17 16:30:00+00:00,men,"ATP Brussels, Belgium Singles",atp_250,,quarterfinal,sr:competitor:195800,sr:competitor:448357,True,
20251017-men-ATP_Stockholm__Sweden_Men_Singles-quarterfinal-Sebastian_Korda-Casper_Ruud,Sebastian Korda,Casper Ruud,Total,109.0,14.0,4.0,67.0,48.0,42.0,22.0,3.0,0.0,100.0,30.0,,,0.0,20251017,2025-10-17 16:30:00+00:00,men,"ATP Stockholm, Sweden Men Singles",atp_250,,quarterfinal,sr:competitor:203681,sr:competitor:119248,False,
20251017-men-ATP_Stockholm__Sweden_Men_Singles-quarterfinal-Sebastian_Korda-Casper_Ruud,Casper Ruud,Sebastian Korda,Total,100.0,11.0,3.0,58.0,46.0,42.0,24.0,7.0,6.0,109.0,39.0,,,0.0,20251017,2025-10-17 16:30:00+00:00,men,"ATP Stockholm, Sweden Men Singles",atp_250,,quarterfinal,sr:competitor:119248,sr:competitor:203681,True,
20251017-women-WTA_125K_Rio_de_Janeiro__Brazil_Women_Singles-quarterfinal-Sada_Nahimana-Ekaterine_Gorgodze,Sada Nahimana,Ekaterine Gorgodze,Total,56.0,4.0,3.0,35.0,20.0,21.0,8.0,7.0,4.0,47.0,17.0,,,0.0,20251017,2025-10-17 18:00:00+00:00,women,"WTA 125K Rio de Janeiro, Brazil Women Singles",wta_125,,quarterfinal,sr:competitor:234398,sr:competitor:48486,False,
20251017-women-WTA_125K_Rio_de_Janeiro__Brazil_Women_Singles-quarterfinal-Sada_Nahimana-Ekaterine_Gorgodze,Ekaterine Gorgodze,Sada Nahimana,Total,47.0,0.0,0.0,40.0,27.0,7.0,3.0,3.0,2.0,56.0,28.0,,,0.0,20251017,2025-10-17 18:00:00+00:00,women,"WTA 125K Rio de Janeiro, Brazil Women Singles",wta_125,,quarterfinal,sr:competitor:48486,sr:competitor:234398,True,
20251017-women-WTA_125K_Rio_de_Janeiro__Brazil_Women_Singles-quarterfinal-Simona_Waltert-Tara_Wuerth,Tara Wuerth,Simona Waltert,Total,99.0,1.0,1.0,84.0,43.0,15.0,7.0,11.0,5.0,92.0,42.0,,,0.0,20251017,2025-10-17 18:00:00+00:00,women,"WTA 125K Rio de Janeiro, Brazil Women Singles",wta_125,,quarterfinal,sr:competitor:676251,sr:competitor:245295,False,
20251017-men-ATP_Brussels__Belgium_Singles-quarterfinal-Raphael_Collignon-Alejandro_Davidovich_Fokina,Raphael Collignon,Alejandro Davidovich Fokina,Total,75.0,12.0,10.0,54.0,44.0,21.0,8.0,3.0,3.0,73.0,28.0,,,0.0,20251017,2025-10-17 18:25:00+00:00,men,"ATP Brussels, Belgium Singles",atp_250,,quarterfinal,sr:competitor:739641,sr:competitor:157456,True,
20251017-men-ATP_Brussels__Belgium_Singles-quarterfinal-Raphael_Collignon-Alejandro_Davidovich_Fokina,Alejandro Davidovich Fokina,Raphael Collignon,Total,73.0,5.0,3.0,59.0,39.0,14.0,6.0,6.0,4.0,75.0,23.0,,,0.0,20251017,2025-10-17 18:25:00+00:00,men,"ATP Brussels, Belgium Singles",atp_250,,quarterfinal,sr:competitor:157456,sr:competitor:739641,False,
20251017-men-ATP_Stockholm__Sweden_Men_Singles-quarterfinal-Elias_Ymer-Denis_Shapovalov,Elias Ymer,Denis Shapovalov,Total,107.0,2.0,2.0,64.0,42.0,43.0,16.0,14.0,8.0,91.0,33.0,,,0.0,20251017,2025-10-17 19:15:00+00:00,men,"ATP Stockholm, Sweden Men Singles",atp_250,,quarterfinal,sr:competitor:83661,sr:competitor:117916,False,
20251017-men-ATP_Stockholm__Sweden_Men_Singles-quarterfinal-Elias_Ymer-Denis_Shapovalov,Denis Shapovalov,Elias Ymer,Total,91.0,5.0,3.0,60.0,40.0,31.0,18.0,6.0,3.0,107.0,49.0,,,0.0,20251017,2025-10-17 19:15:00+00:00,men,"ATP Stockholm, Sweden Men Singles",atp_250,,quarterfinal,sr:competitor:117916,sr:competitor:83661,True,
20251017-women-WTA_125K_Rio_de_Janeiro__Brazil_Women_Singles-quarterfinal-Alice_Rame-Martina_Colmegna,Alice Rame,Martina Colmegna,Total,73.0,3.0,1.0,48.0,28.0,25.0,12.0,9.0,5.0,84.0,43.0,,,0.0,20251017,2025-10-17 19:40:00+00:00,women,"WTA 125K Rio de Janeiro, Brazil Women Singles",wta_125,,quarterfinal,sr:competitor:135192,sr:competitor:79315,True,
