ranking_date,rank,player,points,tours
20260202,1335,216156,7,6
20260202,1337,260715,7,7
20260202,1337,238071,7,7
20260202,1337,252494,7,7
20260202,1337,265195,7,7
20260202,1341,264242,6,4
20260202,1342,264986,6,6
20260202,1343,215043,6,4
20260202,1344,269872,6,5
20260202,1345,270047,6,3
20260202,1345,260455,6,3
20260202,1347,259895,6,3
20260202,1347,263766,6,3
20260202,1347,259608,6,3
20260202,1347,222637,6,3
20260202,1347,223356,6,3
20260202,1352,222895,6,4
20260202,1352,256682,6,4
20260202,1352,266492,6,4
20260202,1352,222623,6,4
20260202,1352,220772,6,4
20260202,1352,221515,6,4
20260202,1352,222332,6,4
20260202,1352,222309,6,4
20260202,1352,216073,6,4
20260202,1352,216092,6,4
20260202,1352,205789,6,4
20260202,1352,263717,6,4
20260202,1352,263701,6,4
20260202,1352,266372,6,4
20260202,1352,260373,6,4
20260202,1352,260653,6,4
20260202,1352,260503,6,4
20260202,1352,260962,6,4
20260202,1352,260792,6,4
20260202,1352,270115,6,4
20260202,1352,267927,6,4
20260202,1352,267465,6,4
20260202,1374,266763,6,4
20260202,1375,222161,6,5
20260202,1375,222095,6,5
20260202,1375,223006,6,5
20260202,1375,223352,6,5
20260202,1379,237481,6,6
20260202,1379,222520,6,6
20260202,1379,216140,6,6
20260202,1379,221269,6,6
20260202,1379,220071,6,6
20260202,1379,215222,6,6
20260202,1379,267408,6,6
20260202,1379,267695,6,6
20260202,1387,205918,5,3
20260202,1388,201527,5,3
20260202,1389,202453,5,4
20260202,1390,269948,5,4
20260202,1391,256710,5,5
20260202,1392,270350,5,3
20260202,1393,259719,5,4
20260202,1394,220422,5,5
20260202,1395,223452,5,3
20260202,1395,231641,5,3
20260202,1395,221963,5,3
20260202,1395,259779,5,3
20260202,1395,259887,5,3
20260202,1395,258195,5,3
20260202,1395,246489,5,3
20260202,1395,245076,5,3
20260202,1395,241022,5,3
20260202,1395,239172,5,3
20260202,1395,233729,5,3
20260202,1395,201672,5,3
20260202,1395,214048,5,3
20260202,1395,215174,5,3
20260202,1395,270164,5,3
20260202,1395,267424,5,3
20260202,1395,267671,5,3
20260202,1395,267748,5,3
20260202,1395,267453,5,3
20260202,1395,266713,5,3
20260202,1395,266781,5,3
20260202,1395,264198,5,3
20260202,1395,263706,5,3
20260202,1395,263962,5,3
20260202,1395,260974,5,3
20260202,1395,260066,5,3
20260202,1421,260464,5,4
20260202,1421,264252,5,4
20260202,1421,263809,5,4
20260202,1421,230121,5,4
20260202,1421,221346,5,4
20260202,1426,260723,5,5
20260202,1426,222180,5,5
20260202,1426,238205,5,5
20260202,1426,252565,5,5
20260202,1426,259569,5,5
20260202,1426,259614,5,5
20260202,1426,215430,5,5
20260202,1426,220469,5,5
20260202,1426,267449,5,5
20260202,1426,264229,5,5
20260202,1426,270133,5,5
20260202,1426,269757,5,5
20260202,1438,214453,4,4
20260202,1439,201399,4,3
20260202,1440,221988,4,4
20260202,1440,265610,4,4
20260202,1440,270302,4,4
20260202,1443,270154,4,3
20260202,1443,267083,4,3
20260202,1443,261129,4,3
20260202,1443,263818,4,3
20260202,1443,260893,4,3
20260202,1443,260178,4,3
20260202,1443,221222,4,3
20260202,1443,254770,4,3
20260202,1443,234236,4,3
20260202,1443,223268,4,3
20260202,1453,260479,4,4
20260202,1453,234223,4,4
20260202,1453,255666,4,4
20260202,1453,252487,4,4
20260202,1453,241003,4,4
20260202,1453,241018,4,4
20260202,1453,246480,4,4
20260202,1453,242450,4,4
20260202,1453,221520,4,4
20260202,1453,260779,4,4
20260202,1453,260709,4,4
20260202,1453,263838,4,4
20260202,1453,264114,4,4
20260202,1453,264243,4,4
20260202,1453,264998,4,4
20260202,1453,267732,4,4
20260202,1453,266700,4,4
20260202,1453,266593,4,4
20260202,1453,270066,4,4
20260202,1453,269753,4,4
20260202,1453,269773,4,4
20260202,1474,213596,3,3
20260202,1475,264086,3,3
20260202,1475,261029,3,3
20260202,1477,260867,3,3
20260202,1477,266892,3,3
20260202,1477,240163,3,3
20260202,1477,256711,3,3
20260202,1481,259803,3,3
20260202,1481,239157,3,3
20260202,1481,221979,3,3
20260202,1481,244077,3,3
20260202,1481,249668,3,3
20260202,1481,234506,3,3
20260202,1481,234247,3,3
20260202,1481,235155,3,3
20260202,1481,236989,3,3
20260202,1481,238084,3,3
20260202,1481,233745,3,3
20260202,1481,223416,3,3
20260202,1481,223071,3,3
20260202,1481,222845,3,3
20260202,1481,221127,3,3
20260202,1481,221207,3,3
20260202,1481,213898,3,3
20260202,1481,213944,3,3
20260202,1481,213827,3,3
20260202,1481,219697,3,3
20260202,1481,216198,3,3
20260202,1481,220934,3,3
20260202,1481,220790,3,3
20260202,1481,264139,3,3
20260202,1481,261092,3,3
20260202,1481,263666,3,3
20260202,1481,264068,3,3
20260202,1481,264270,3,3
20260202,1481,264980,3,3
20260202,1481,260940,3,3
20260202,1481,259990,3,3
20260202,1481,260393,3,3
20260202,1481,260443,3,3
20260202,1481,260238,3,3
20260202,1481,269769,3,3
20260202,1481,269797,3,3
20260202,1481,269972,3,3
20260202,1481,269878,3,3
20260202,1481,269937,3,3
20260202,1481,269267,3,3
20260202,1481,269718,3,3
20260202,1481,269732,3,3
20260202,1481,269775,3,3
20260202,1481,270207,3,3
20260202,1481,270109,3,3
20260202,1481,270117,3,3
20260202,1481,270258,3,3
20260202,1481,266463,3,3
20260202,1481,266714,3,3
20260202,1481,266805,3,3
20260202,1481,266852,3,3
20260202,1481,267937,3,3
20260202,1481,267493,3,3
20260202,201,201611,354,13
20260202,202,215946,352,26
20260202,203,222156,351,28
20260202,204,236955,347,23
20260202,205,214906,346,19
20260202,206,214480,346,32
20260202,207,210622,345,28
20260202,208,215453,344,30
20260202,209,213544,340,18
20260202,210,201613,339,25
20260202,211,266671,339,20
20260202,212,216055,339,25
20260202,213,215988,338,32
20260202,214,220446,333,27
20260202,215,201621,333,26
20260202,216,201606,331,17
20260202,217,206007,328,31
20260202,218,215037,325,20
20260202,219,223323,324,30
20260202,220,203564,323,34
20260202,221,202662,323,24
20260202,222,238064,322,18
20260202,223,214386,319,21
20260202,224,216367,319,26
20260202,225,259883,317,15
20260202,226,216016,315,15
20260202,227,220680,312,20
20260202,228,223087,311,21
20260202,229,211702,310,27
20260202,230,206430,306,29
20260202,231,211552,302,27
20260202,232,211901,302,28
20260202,233,222080,300,27
20260202,234,259685,300,22
20260202,235,210303,298,34
20260202,236,216566,298,14
20260202,237,221911,298,37
20260202,238,211344,295,24
20260202,239,214826,293,26
20260202,240,221004,293,21
20260202,241,212303,290,32
20260202,242,215996,290,27
20260202,243,222189,289,35
20260202,244,213779,288,32
20260202,245,236972,288,19
20260202,246,211643,287,25
20260202,247,214236,286,32
20260202,248,213620,285,26
20260202,249,264149,280,26
20260202,250,204411,279,11
20260202,251,213706,279,33
20260202,252,215807,278,27
20260202,253,220770,278,27
20260202,254,214646,275,25
20260202,255,216074,274,20
20260202,256,221073,273,31
20260202,257,203463,271,20
20260202,258,214937,271,20
20260202,259,213908,270,25
20260202,260,260664,270,15
20260202,261,222919,270,22
20260202,262,260170,268,28
20260202,263,232447,267,23
20260202,264,222506,266,29
20260202,265,216213,263,23
20260202,266,221018,261,25
20260202,267,211878,260,25
20260202,268,223333,257,33
20260202,269,214684,255,28
20260202,270,215042,255,19
20260202,271,239392,254,27
20260202,272,214919,249,22
20260202,273,261972,247,18
20260202,274,261963,246,16
20260202,275,220489,244,25
20260202,276,222980,244,12
20260202,277,201586,242,15
20260202,278,215614,241,31
20260202,279,214081,241,17
20260202,280,258199,241,29
20260202,281,211539,240,13
20260202,282,201610,239,22
20260202,283,214219,237,24
20260202,284,247669,232,20
20260202,285,260598,232,26
20260202,286,260765,231,11
20260202,287,221164,230,26
20260202,288,256705,230,25
20260202,289,221362,229,20
20260202,290,221905,224,7
20260202,291,260761,221,16
20260202,292,220757,221,32
20260202,293,221099,216,26
20260202,294,221395,215,20
20260202,295,246493,215,22
20260202,296,215898,214,21
20260202,297,211844,214,27
20260202,298,220718,210,21
20260202,299,259758,210,25
20260202,300,260203,210,15
20260202,301,220432,209,21
20260202,302,211846,208,28
20260202,303,221209,208,17
20260202,304,259857,207,19
20260202,305,214189,207,24
20260202,306,215290,207,25
20260202,307,213789,206,22
20260202,308,213767,205,18
20260202,309,215501,205,19
20260202,310,222397,205,20
20260202,311,201555,204,10
20260202,312,221512,204,12
20260202,313,215386,203,19
20260202,314,260581,202,25
20260202,315,221411,202,21
20260202,316,201614,201,9
20260202,317,215726,201,30
20260202,318,215018,200,22
20260202,319,206194,200,20
20260202,320,239438,200,16
20260202,321,222944,200,19
20260202,322,259871,199,14
20260202,323,215878,197,24
20260202,324,221243,196,19
20260202,325,221885,195,19
20260202,326,222965,194,21
20260202,327,220735,194,24
20260202,328,221220,194,23
20260202,329,213734,193,13
20260202,330,221191,193,25
20260202,331,222559,192,26
20260202,332,222675,191,20
20260202,333,203475,190,21
20260202,334,206345,188,20
20260202,335,214521,187,24
20260202,336,211411,185,12
20260202,337,231639,185,17
20260202,338,260168,185,16
20260202,339,213821,184,25
20260202,340,201549,183,10
20260202,341,203281,183,26
20260202,342,221014,183,23
20260202,343,215077,182,27
20260202,344,239476,182,19
20260202,345,213949,181,30
20260202,346,264075,181,9
20260202,347,211342,181,17
20260202,348,206374,180,10
20260202,349,220781,180,27
20260202,350,221434,180,20
20260202,351,221096,178,24
20260202,352,202688,178,22
20260202,353,213657,177,28
20260202,354,256673,177,17
20260202,355,262891,176,12
20260202,356,215820,175,27
20260202,357,246478,175,24
20260202,358,220808,174,15
20260202,359,215314,174,18
20260202,360,214930,174,18
20260202,361,223410,173,24
20260202,362,221104,173,20
20260202,363,211765,172,19
20260202,364,266376,172,5
20260202,365,221768,172,23
20260202,366,221382,171,27
20260202,367,221213,169,12
20260202,368,221789,168,17
20260202,369,239397,167,23
20260202,370,201666,167,24
20260202,371,210705,166,13
20260202,372,216385,166,10
20260202,373,222296,165,3
20260202,374,221178,165,18
20260202,375,252495,165,8
20260202,376,221364,165,24
20260202,377,220513,165,25
20260202,378,214301,164,21
20260202,379,210847,164,19
20260202,380,259853,164,21
20260202,381,266622,163,13
20260202,382,211820,162,19
20260202,383,221159,162,19
20260202,384,223302,162,19
20260202,385,221000,161,28
20260202,386,215840,161,24
20260202,387,214992,161,19
20260202,388,203435,161,31
20260202,389,219887,161,19
20260202,390,211529,161,22
20260202,391,221023,160,27
20260202,392,260541,160,20
20260202,393,221265,159,21
20260202,394,211920,158,15
20260202,395,232881,158,28
20260202,396,215588,157,27
20260202,397,214839,156,20
20260202,398,201483,155,17
20260202,399,215550,155,18
20260202,400,215566,155,24
20260202,401,206362,155,20
20260202,402,211063,154,28
20260202,403,202410,153,24
20260202,404,260510,152,21
20260202,405,213837,151,21
20260202,406,220364,151,34
20260202,407,235159,150,20
20260202,408,206255,149,15
20260202,409,259794,149,16
20260202,410,216116,149,18
20260202,411,236956,149,20
20260202,412,214546,148,25
20260202,413,215592,148,22
20260202,414,215431,147,24
20260202,415,211874,147,23
20260202,416,201662,146,3
20260202,417,216139,146,23
20260202,418,214862,145,17
20260202,419,203288,144,21
20260202,420,201616,142,13
20260202,421,215468,142,15
20260202,422,213849,141,30
20260202,423,221486,141,18
20260202,424,221187,140,19
20260202,425,246481,140,19
20260202,426,215064,139,19
20260202,427,220673,138,24
20260202,428,254733,138,21
20260202,429,264187,138,19
20260202,430,216253,136,20
20260202,431,260206,135,18
20260202,432,220554,134,10
20260202,433,221259,134,16
20260202,434,215166,133,18
20260202,435,214653,133,22
20260202,436,213974,133,23
20260202,437,221031,132,24
20260202,438,221020,132,19
20260202,439,211756,132,11
20260202,440,220598,132,15
20260202,441,221247,130,18
20260202,442,211329,129,27
20260202,443,215259,128,24
20260202,444,220613,128,19
20260202,445,264228,127,22
20260202,446,223415,126,24
20260202,447,239442,126,25
20260202,448,221086,126,12
20260202,449,222276,126,20
20260202,450,213753,125,15
20260202,451,239156,125,21
20260202,452,260171,125,21
20260202,453,266450,125,22
20260202,454,222454,124,9
20260202,455,221242,123,14
20260202,456,219625,123,21
20260202,457,216095,122,23
20260202,458,215459,121,22
20260202,459,206124,120,15
20260202,460,216162,120,23
20260202,461,222092,120,22
20260202,462,221369,120,19
20260202,463,204394,120,22
20260202,464,267420,119,18
20260202,465,252493,118,20
20260202,466,259967,117,13
20260202,467,260006,117,21
20260202,468,221443,117,18
20260202,469,221229,117,20
20260202,470,202434,116,13
20260202,471,214779,116,18
20260202,472,216324,115,13
20260202,473,236967,114,19
20260202,474,259916,114,14
20260202,475,216044,114,19
20260202,476,214418,114,13
20260202,477,223100,114,23
20260202,478,204427,113,11
20260202,479,259591,113,22
20260202,480,260913,113,22
20260202,481,220842,113,10
20260202,482,220560,113,24
20260202,483,264227,113,15
20260202,484,221168,113,23
20260202,485,203578,113,11
20260202,486,216160,113,24
20260202,487,203513,113,13
20260202,488,222171,112,20
20260202,489,260714,112,13
20260202,490,214507,111,13
20260202,491,260763,111,18
20260202,492,260667,111,16
20260202,493,201524,111,19
20260202,494,223141,111,21
20260202,495,240998,110,9
20260202,496,247647,109,23
20260202,497,220306,109,18
20260202,498,220447,109,17
20260202,499,221181,108,24
20260202,500,216268,107,17
20260202,501,202921,107,16
20260202,502,244087,107,20
20260202,503,222891,107,20
20260202,504,211646,107,20
20260202,505,233742,106,26
20260202,506,231625,106,18
20260202,507,260647,106,20
20260202,508,214741,105,16
20260202,509,214600,105,15
20260202,510,215802,104,13
20260202,511,216579,104,20
20260202,512,222458,104,18
20260202,513,222297,103,17
20260202,514,245077,103,21
20260202,515,202619,103,15
20260202,516,260565,103,19
20260202,517,215733,102,23
20260202,518,222859,102,19
20260202,519,221657,102,17
20260202,520,215971,102,23
20260202,521,221945,101,24
20260202,522,260514,101,19
20260202,523,222986,101,21
20260202,524,213998,100,26
20260202,525,252488,100,19
20260202,526,260951,100,7
20260202,527,221116,100,10
20260202,528,260539,100,19
20260202,529,220502,99,17
20260202,530,216331,99,18
20260202,531,222369,98,20
20260202,532,211809,98,14
20260202,533,264967,98,13
20260202,534,221952,98,13
20260202,535,214271,98,18
20260202,536,222273,98,19
20260202,537,201520,97,9
20260202,538,202536,97,8
20260202,539,216075,96,14
20260202,540,214505,96,17
20260202,541,256712,96,20
20260202,542,201554,95,11
20260202,543,220351,95,18
20260202,544,222837,94,17
20260202,545,211328,94,16
20260202,546,220164,94,11
20260202,547,216076,93,14
20260202,548,213771,93,16
20260202,549,200748,92,6
20260202,550,216007,92,15
20260202,551,220827,92,17
20260202,552,221157,91,18
20260202,553,257874,91,23
20260202,554,266864,91,9
20260202,555,221982,91,17
20260202,556,221959,91,21
20260202,557,261049,90,18
20260202,558,211222,90,13
20260202,559,213947,90,19
20260202,560,216173,90,18
20260202,561,260142,89,9
20260202,562,214238,89,21
20260202,563,221109,89,16
20260202,564,211719,89,16
20260202,565,265197,89,16
20260202,566,252587,88,30
20260202,567,270058,88,10
20260202,568,230882,88,14
20260202,569,220946,88,19
20260202,570,263881,88,20
20260202,571,215398,87,16
20260202,572,214319,87,16
20260202,573,259690,87,24
20260202,574,259913,87,15
20260202,575,220429,87,19
20260202,576,260296,86,16
20260202,577,219892,86,20
20260202,578,211668,85,12
20260202,579,241717,85,11
20260202,580,221834,84,6
20260202,581,260613,84,21
20260202,582,260737,83,13
20260202,583,202454,83,15
20260202,584,201329,82,3
20260202,585,210138,82,21
20260202,586,214091,82,16
20260202,587,263853,82,14
20260202,588,264144,81,12
20260202,589,222390,81,16
20260202,590,266469,80,14
20260202,591,269755,80,13
20260202,592,215151,79,19
20260202,593,264064,79,18
20260202,594,269714,79,7
20260202,595,215778,79,13
20260202,596,222347,79,16
20260202,597,239393,79,18
20260202,598,221914,79,20
20260202,599,260490,79,20
20260202,600,260966,78,12
20260202,601,215832,78,12
20260202,602,260708,78,16
20260202,603,214212,78,21
20260202,604,213772,77,19
20260202,605,214935,77,17
20260202,606,214540,77,16
20260202,607,221454,77,22
20260202,608,223203,76,10
20260202,609,266800,76,10
20260202,610,260445,76,13
20260202,611,261015,76,13
20260202,612,214007,76,23
20260202,613,267882,75,15
20260202,614,220496,75,20
20260202,615,221473,75,8
20260202,616,214868,75,10
20260202,617,214909,75,12
20260202,618,260787,74,12
20260202,619,215806,74,20
20260202,620,221886,74,12
20260202,621,216051,73,19
20260202,622,206102,73,18
20260202,623,216062,73,12
20260202,624,210526,73,16
20260202,625,228909,73,18
20260202,626,203500,72,9
20260202,627,264192,72,6
20260202,628,263872,72,10
20260202,629,220597,72,15
20260202,630,206406,72,14
20260202,631,222878,72,13
20260202,632,261071,72,16
20260202,633,265701,71,12
20260202,634,266901,71,16
20260202,635,221497,71,9
20260202,636,220550,71,11
20260202,637,260339,71,11
20260202,638,202430,71,13
20260202,639,215163,71,13
20260202,640,215013,71,14
20260202,641,260446,71,16
20260202,642,215472,70,17
20260202,643,260141,70,21
20260202,644,259567,69,18
20260202,645,211269,69,9
20260202,646,254765,69,9
20260202,647,206248,69,15
20260202,648,210537,69,16
20260202,649,230880,69,17
20260202,650,236980,69,18
20260202,651,266722,68,5
20260202,652,252531,68,12
20260202,653,222481,68,14
20260202,654,241714,68,15
20260202,655,214872,67,18
20260202,656,225858,67,15
20260202,657,263909,67,9
20260202,658,204309,67,12
20260202,659,259754,67,13
20260202,660,220672,67,21
20260202,661,267382,66,6
20260202,662,252571,66,20
20260202,663,222037,66,6
20260202,664,221141,66,13
20260202,665,220891,66,17
20260202,666,215909,66,21
20260202,667,221062,65,14
20260202,668,266937,64,14
20260202,669,220392,64,11
20260202,670,221165,64,14
20260202,671,213672,63,10
20260202,672,203591,63,10
20260202,673,206075,63,16
20260202,674,266448,63,16
20260202,675,260766,63,17
20260202,676,259820,62,11
20260202,677,215545,62,14
20260202,678,202672,61,25
20260202,679,221465,61,16
20260202,680,245094,61,13
20260202,681,260254,61,12
20260202,682,263869,60,11
20260202,683,203354,60,13
20260202,684,233747,60,16
20260202,685,234474,60,20
20260202,686,206219,59,7
20260202,687,239386,59,12
20260202,688,213739,59,16
20260202,689,260694,59,16
20260202,690,221994,58,21
20260202,691,259575,58,14
20260202,692,260225,58,12
20260202,693,266431,58,12
20260202,694,216587,57,15
20260202,695,261038,57,11
20260202,696,213896,57,16
20260202,697,216038,57,21
20260202,698,223120,57,17
20260202,699,260368,57,7
20260202,700,202580,56,12
20260202,701,213551,56,16
20260202,702,261097,56,16
20260202,703,221003,56,18
20260202,704,260847,55,11
20260202,705,264130,55,13
20260202,706,220740,55,13
20260202,707,220053,55,14
20260202,708,237454,55,15
20260202,709,258191,55,17
20260202,710,204294,54,12
20260202,711,215707,54,13
20260202,712,221370,54,15
20260202,713,239158,54,17
20260202,714,222667,53,16
20260202,715,214713,53,18
20260202,716,222346,53,14
20260202,717,252509,53,14
20260202,718,221474,53,15
20260202,719,264207,53,16
20260202,720,220645,53,16
20260202,721,216180,53,16
20260202,722,214020,52,15
20260202,723,215019,52,14
20260202,724,266682,52,10
20260202,725,235161,52,6
20260202,726,220497,52,16
20260202,727,201506,51,7
20260202,728,260101,51,10
20260202,729,206335,51,6
20260202,730,202464,51,11
20260202,731,220578,51,19
20260202,732,260167,51,11
20260202,733,215134,51,22
20260202,734,222184,51,12
20260202,735,225854,51,13
20260202,736,270076,51,8
20260202,737,215921,51,12
20260202,738,265692,51,16
20260202,739,252535,51,21
20260202,740,211951,50,17
20260202,741,264205,50,14
20260202,742,254748,50,4
20260202,743,221192,50,6
20260202,744,233718,50,7
20260202,745,239422,50,8
20260202,746,216262,49,1
20260202,747,216186,49,13
20260202,748,260273,49,11
20260202,749,269870,49,12
20260202,750,239454,49,19
20260202,751,265688,48,19
20260202,752,266488,48,9
20260202,753,263941,48,10
20260202,754,216316,48,11
20260202,755,260214,48,12
20260202,756,215505,48,14
20260202,757,260762,47,11
20260202,758,220453,47,9
20260202,759,221139,47,13
20260202,760,260848,46,12
20260202,761,220684,46,13
20260202,762,239387,46,8
20260202,763,266642,46,12
20260202,764,267651,46,19
20260202,765,201518,45,7
20260202,766,267428,45,7
20260202,767,214877,45,12
20260202,768,260042,45,6
20260202,769,221864,45,11
20260202,770,260032,45,15
20260202,771,221568,45,21
20260202,772,201585,44,5
20260202,773,204223,44,14
20260202,774,221903,44,12
20260202,775,266771,44,12
20260202,776,270080,44,6
20260202,777,206060,44,7
20260202,778,222330,44,10
20260202,779,270061,44,10
20260202,780,216013,44,10
20260202,781,222299,44,14
20260202,782,221773,44,15
20260202,783,221469,43,12
20260202,784,221746,43,9
20260202,785,223402,43,9
20260202,786,219979,43,17
20260202,787,214696,42,10
20260202,788,260638,42,8
20260202,789,222223,42,7
20260202,790,210158,42,8
20260202,791,263626,42,9
20260202,792,211541,42,12
20260202,793,215966,42,17
20260202,794,216256,42,18
20260202,795,260226,41,13
20260202,796,215879,41,14
20260202,797,222255,41,5
20260202,798,223373,41,7
20260202,799,215697,41,9
20260202,800,216158,41,14
20260202,801,263995,40,9
20260202,802,266529,40,11
20260202,803,222305,40,13
20260202,804,221210,39,10
20260202,805,214535,39,11
20260202,806,215693,39,18
20260202,807,206108,39,1
20260202,808,202693,39,8
20260202,809,267176,39,8
20260202,810,211544,39,12
20260202,811,260582,39,16
20260202,812,220713,38,10
20260202,813,215096,38,4
20260202,814,259858,38,10
20260202,815,260277,38,11
20260202,816,216107,38,12
20260202,817,214934,38,13
20260202,818,220491,38,13
20260202,819,203509,38,14
20260202,820,221585,38,17
20260202,821,266381,37,8
20260202,822,230876,37,12
20260202,823,266851,37,7
20260202,824,221195,37,10
20260202,825,202446,36,2
20260202,826,213721,36,15
20260202,827,260845,36,8
20260202,828,264973,36,9
20260202,829,220591,36,9
20260202,830,260003,36,14
20260202,831,220642,36,16
20260202,832,211864,35,12
20260202,833,222000,35,12
20260202,834,259996,35,8
20260202,835,203537,35,6
20260202,836,223326,35,7
20260202,837,260612,35,10
20260202,838,258192,35,10
20260202,839,223418,35,12
20260202,840,264961,34,8
20260202,841,270082,34,4
20260202,842,239446,34,5
20260202,843,222262,34,9
20260202,844,215015,34,10
20260202,845,214901,34,11
20260202,846,220494,34,12
20260202,847,228910,34,12
20260202,848,234481,34,14
20260202,849,266758,34,15
20260202,850,220997,33,12
20260202,851,263974,33,4
20260202,852,266407,33,5
20260202,853,264167,33,6
20260202,854,201481,33,7
20260202,855,214771,33,8
20260202,856,223421,33,9
20260202,857,220614,33,10
20260202,858,264978,33,13
20260202,859,206336,33,13
20260202,860,222668,33,16
20260202,861,220493,33,18
20260202,862,222856,32,11
20260202,863,253681,32,11
20260202,864,220825,32,12
20260202,865,264085,32,5
20260202,866,211511,32,5
20260202,867,267400,32,5
20260202,868,202639,32,7
20260202,869,210672,32,7
20260202,870,264131,32,10
20260202,871,260062,32,11
20260202,872,221173,32,12
20260202,873,266455,31,16
20260202,874,216078,31,10
20260202,875,214800,31,15
20260202,876,215440,31,10
20260202,877,201582,30,10
20260202,878,267104,30,5
20260202,879,269866,30,9
20260202,880,263148,30,5
20260202,881,222367,30,7
20260202,882,260767,30,7
20260202,883,270078,30,11
20260202,884,221219,30,11
20260202,885,222294,30,13
20260202,886,223146,30,14
20260202,887,260279,30,14
20260202,888,239453,30,15
20260202,889,268770,29,1
20260202,890,213976,29,7
20260202,891,263980,29,9
20260202,892,214605,29,10
20260202,893,259965,29,15
20260202,894,221509,28,5
20260202,895,211921,28,6
20260202,896,266509,28,7
20260202,897,221741,28,8
20260202,898,260860,28,10
20260202,899,235160,28,10
20260202,900,210645,28,12
20260202,901,221203,28,14
20260202,902,222137,27,5
20260202,903,211260,27,4
20260202,904,263677,27,6
20260202,905,260017,27,7
20260202,906,220470,27,7
20260202,907,255662,27,11
20260202,908,263801,27,11
20260202,909,267115,26,14
20260202,910,261957,26,10
20260202,911,220690,26,5
20260202,912,256686,26,6
20260202,913,221468,26,6
20260202,914,220695,26,7
20260202,915,222421,26,8
20260202,916,214519,26,14
20260202,917,204434,25,4
20260202,918,269717,25,8
20260202,919,213830,25,8
20260202,920,259762,25,3
20260202,921,260374,25,5
20260202,922,213948,25,6
20260202,923,260528,25,10
20260202,924,260100,25,10
20260202,925,245079,25,11
20260202,926,215177,25,11
20260202,927,241745,25,11
20260202,928,214405,24,3
20260202,929,223371,24,5
20260202,930,213775,24,5
20260202,931,223080,24,5
20260202,932,267422,24,5
20260202,933,213584,24,6
20260202,934,266533,24,8
20260202,935,264029,24,9
20260202,936,260433,24,11
20260202,937,221542,24,13
20260202,938,202596,23,8
20260202,939,210913,23,9
20260202,940,202669,23,3
20260202,941,225850,23,6
20260202,942,215970,23,6
20260202,943,263751,23,6
20260202,944,219983,23,7
20260202,945,267409,23,7
20260202,946,220492,23,8
20260202,947,267841,23,9
20260202,948,215492,23,10
20260202,949,246518,23,12
20260202,950,239102,22,3
20260202,951,221150,22,7
20260202,952,222225,22,8
20260202,953,223163,22,9
20260202,954,266645,22,3
20260202,955,260150,22,3
20260202,956,263622,22,6
20260202,957,221221,22,6
20260202,958,265040,22,7
20260202,959,264069,22,7
20260202,960,270125,22,7
20260202,961,252586,22,8
20260202,962,222028,22,8
20260202,963,253679,22,9
20260202,964,219331,22,10
20260202,965,239160,22,12
20260202,966,205815,21,2
20260202,967,212043,21,11
20260202,968,221410,21,11
20260202,969,222762,21,3
20260202,970,215795,21,4
20260202,971,223375,21,5
20260202,972,221624,21,5
20260202,973,267022,21,6
20260202,974,221413,21,6
20260202,975,270129,21,7
20260202,976,264150,21,7
20260202,977,270165,21,8
20260202,978,264216,21,8
20260202,979,269253,20,5
20260202,980,259854,20,10
20260202,981,213541,20,6
20260202,982,269954,20,3
20260202,983,270195,20,4
20260202,984,221069,20,11
20260202,985,202858,20,2
20260202,986,214182,20,3
20260202,987,266379,20,6
20260202,988,216311,20,6
20260202,989,239478,20,7
20260202,990,267431,20,9
20260202,991,259981,20,9
20260202,992,259907,20,9
20260202,993,261098,20,10
20260202,994,260261,20,10
20260202,995,265207,19,8
20260202,996,239390,19,9
20260202,997,266651,19,6
20260202,998,264180,19,9
20260202,999,215065,19,3
20260202,1000,270315,19,3
20260209,1,214544,10990,20
20260209,2,216347,7978,20
20260209,3,214981,7523,22
20260209,4,216153,6680,21
20260209,5,221103,6423,20
20260209,6,202468,6103,23
20260209,7,259799,4731,20
20260209,8,211148,4267,19
20260209,9,202494,3205,16
20260209,10,206420,3200,26
20260209,11,202505,2843,19
20260209,12,222328,2626,23
20260209,13,239475,2606,21
20260209,14,220704,2530,24
20260209,15,211768,2366,19
20260209,16,201619,2351,19
20260209,17,214643,2116,23
20260209,18,215613,2095,26
20260209,19,214096,2058,16
20260209,20,260300,2031,21
20260209,21,223670,1953,26
20260209,22,210722,1936,22
20260209,23,216146,1863,19
20260209,24,211533,1860,21
20260209,25,221054,1700,23
20260209,26,221012,1658,15
20260209,27,220367,1653,27
20260209,28,214939,1575,22
20260209,29,213550,1567,26
20260209,30,233741,1549,29
20260209,31,201514,1499,23
20260209,32,220520,1476,26
20260209,33,216133,1383,25
20260209,34,222391,1349,22
20260209,35,214954,1338,15
20260209,36,211713,1307,26
20260209,37,213631,1285,23
20260209,38,239383,1277,20
20260209,39,221024,1264,25
20260209,40,223253,1244,27
20260209,41,215983,1243,25
20260209,42,215035,1225,23
20260209,43,206368,1214,20
20260209,44,211701,1207,23
20260209,45,222601,1202,22
20260209,46,222145,1185,23
20260209,47,202663,1179,24
20260209,48,238184,1175,17
20260209,49,215306,1142,28
20260209,50,222661,1112,21
20260209,51,201696,1111,20
20260209,52,206289,1110,26
20260209,53,206252,1091,15
20260209,54,213583,1089,34
20260209,55,220548,1078,20
20260209,56,213710,1069,27
20260209,57,220714,1063,27
