tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,114,222859,,,Maria Sara Popa,L,,ROU,20.4,222273,,,Gina Marie Dittmann,R,,GER,23.3,6-2 6-2,3,R32,73,0,2,47,35,25,5,8,1,3,0,1,51,43,16,4,8,4,10,520,98,522,98
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,101,221004,,,Amarissa Kiara Toth,U,,HUN,22.9,266571,,,Berrak Kocak,U,,TUR,,6-0 6-1,3,R32,54,2,5,44,32,27,2,7,4,5,0,4,28,19,4,0,6,1,7,257,280,,
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,116,214236,,,Angela Fita Boluda,U,,ESP,26.5,260848,,,Valentina Mediorreal Arias,R,,COL,18.8,6-4 6-0,3,R32,67,4,2,52,32,25,8,8,4,5,0,3,43,29,14,6,8,0,5,262,269,768,46
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,108,260168,,,Alexandra Shubladze,U,,RUS,20.3,266535,,,Zumra Balkan,U,,TUR,,6-0 6-0,3,R32,44,0,1,29,19,18,7,6,2,2,0,4,29,15,2,3,6,1,7,390,156,,
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,203,221178,,,Darya Astakhova,R,,RUS,23.9,260185,,,Liv Boulard,U,,FRA,18.0,5-0 RET,3,R16,33,0,1,27,17,13,4,3,5,5,0,2,10,6,1,1,2,0,2,426,136,1335,7
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,208,214236,,,Angela Fita Boluda,U,,ESP,26.5,259913,,,Rositsa Dencheva,,,BUL,18.8,4-6 7-5 7-6(3),3,R16,207,3,7,137,95,57,14,17,12,21,0,3,110,71,37,15,17,6,15,262,269,572,83
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,205,206060,,,Ani Amiraghyan,R,168,ARM,32.2,269254,,,Meritxell Teixido Garcia,R,,ESP,18.5,6-2 6-2,3,R16,72,1,1,52,33,22,10,8,3,5,0,5,55,38,16,7,8,3,9,948,23,1200,11
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,202,221364,,,Denislava Glushkova,U,,BUL,22.0,266564,,,Bianca Elena Barbulescu,U,,ROU,,6-3 6-2,3,R16,93,0,1,50,43,19,5,8,4,8,0,5,54,29,10,8,9,1,9,392,155,,
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,201,221004,,,Amarissa Kiara Toth,U,,HUN,22.9,213837,,,Ylena In Albon,R,,SUI,26.8,6-2 6-3,3,R16,111,1,3,72,47,29,9,8,6,9,0,1,53,38,12,7,9,2,9,257,280,404,148
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,207,215290,,,Katarina Zavatska,R,173,UKR,25.9,222859,,,Maria Sara Popa,L,,ROU,20.4,6-2 5-7 6-1,3,R16,160,0,6,87,59,36,12,13,7,12,0,1,96,74,34,10,14,9,18,335,186,520,98
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,206,203435,,,Dalila Jakupovic,R,178,SLO,34.8,211329,,,Tena Lukas,R,,CRO,30.6,7-5 6-4,3,R16,123,0,2,74,55,35,9,11,10,13,0,5,83,51,27,16,11,4,9,334,186,446,126
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,204,260168,,,Alexandra Shubladze,U,,RUS,20.3,239156,,,Lucija Ciric Bagaric,R,,CRO,22.0,6-3 6-3,3,R16,86,0,4,54,43,26,5,9,3,6,0,3,53,30,14,10,9,4,10,390,156,415,143
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,303,206060,,,Ani Amiraghyan,R,168,ARM,32.2,203435,,,Dalila Jakupovic,R,178,SLO,34.8,6-2 6-3,3,QF,77,0,3,56,40,22,11,9,3,6,2,1,57,38,18,6,8,3,9,948,23,334,186
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,304,214236,,,Angela Fita Boluda,U,,ESP,26.5,215290,,,Katarina Zavatska,R,173,UKR,25.9,5-7 6-3 6-3,3,QF,191,1,3,104,73,44,12,15,7,13,2,5,101,71,40,11,15,9,17,262,269,335,186
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,301,221004,,,Amarissa Kiara Toth,U,,HUN,22.9,221364,,,Denislava Glushkova,U,,BUL,22.0,6-1 1-6 6-2,3,QF,152,0,3,69,48,20,13,11,6,12,0,0,83,72,31,4,11,12,20,257,280,392,155
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,302,221178,,,Darya Astakhova,R,,RUS,23.9,260168,,,Alexandra Shubladze,U,,RUS,20.3,3-6 6-2 6-3,3,QF,145,1,5,76,52,28,8,13,6,13,0,4,89,67,33,9,13,12,21,426,136,390,156
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,401,221178,,,Darya Astakhova,R,,RUS,23.9,221004,,,Amarissa Kiara Toth,U,,HUN,22.9,7-5 1-6 6-3,3,SF,155,4,7,94,54,27,17,14,7,15,0,8,103,61,27,20,14,8,16,426,136,257,280
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,402,214236,,,Angela Fita Boluda,U,,ESP,26.5,206060,,,Ani Amiraghyan,R,168,ARM,32.2,4-6 6-4 6-3,3,SF,131,3,3,94,62,37,19,14,9,13,1,1,78,57,32,9,15,0,6,262,269,948,23
2026-W-ITF-TUR-2026-002,W35 Antalya,Clay,32,35,20260112,501,221178,,,Darya Astakhova,R,,RUS,23.9,214236,,,Angela Fita Boluda,U,,ESP,26.5,6-1 4-6 6-4,3,F,145,1,2,81,57,33,14,13,7,11,0,4,93,66,37,11,14,12,19,426,136,262,269
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,111,215459,,,Emily Seibold,R,,GER,26.0,270414,,,Juliana Nicole Singeorzan,U,,USA,,6-4 6-0,3,R32,103,2,5,50,24,19,13,8,1,3,0,4,60,43,19,7,8,3,9,460,118,,
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,110,239386,,,Olivia Lincer,U,,USA,21.0,214779,,,Sara Daavettila,U,,USA,28.0,6-4 6-3,3,R32,106,2,5,71,45,29,12,10,7,10,0,7,60,35,19,9,9,2,7,632,71,464,117
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,107,264138,,,Kenzie Nguyen,U,,USA,,221023,,,Victoria Hu,U,,USA,23.7,6-3 7-6(5),3,R32,115,0,4,67,49,33,8,10,1,3,1,0,74,53,29,14,11,3,7,1482,3,374,163
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,109,215386,,,Vivian Wolff,R,,GER,27.2,224485,,,Lucia Peyre,U,,ARG,20.4,6-2 6-1,3,R32,79,0,2,54,41,24,8,8,0,2,1,1,45,32,11,6,7,1,7,325,194,1040,17
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,112,211643,,,Kajsa Rinaldo Persson,R,,SWE,28.1,259916,,,Luca Udvardy,U,,HUN,20.1,7-6(2) 5-7 6-2,3,R32,217,0,4,123,98,57,10,16,11,18,0,3,127,83,41,21,16,10,18,271,253,513,100
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,104,214301,,,Tatiana Pieri,U,,ITA,26.7,260338,,,Sofia Johnson,U,,GBR,,6-3 6-3,3,R32,98,0,1,53,33,24,10,9,1,3,1,1,64,39,21,12,9,7,12,350,177,,
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,102,259591,,,Ella Mcdonald,U,,GBR,20.4,260003,,,Carolina Bohrer Martins,U,,BRA,18.3,7-6(4) 6-4,3,R32,108,1,4,61,40,27,10,11,4,8,0,3,84,60,31,12,11,4,9,525,97,921,26
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,115,220891,,,Kylie Collins,R,,USA,23.1,267115,,,Maya Iyengar,U,,USA,18.5,7-5 6-2,3,R32,112,2,12,66,32,21,16,10,2,5,1,7,65,33,18,11,10,1,7,695,56,924,25
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,106,270320,,,Janae Preston,U,,USA,15.4,213672,,,Usue Maitane Arconada,R,165,USA,27.2,6-4 6-3,3,R32,131,4,2,64,31,19,17,10,3,6,0,5,72,44,24,10,9,6,11,1159,12,656,65
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,113,211719,,,Shilin Xu,R,,CHN,28.0,264075,,,Julieta Pareja,R,,USA,16.8,6-1 6-2,3,R32,89,0,2,50,34,23,7,8,4,6,0,3,55,40,15,6,7,5,11,694,56,346,180
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,103,222037,,,Rachel Gailis,R,,USA,21.3,221982,,,Sofia Elena Cabezas Dominguez,U,,VEN,23.9,6-3 6-1,3,R32,94,2,3,49,27,18,15,8,1,2,0,4,67,42,22,8,8,6,11,654,66,565,85
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,105,260514,,,Ena Koike,R,,JPN,19.1,220757,,,Lia Karatancheva,U,,BUL,22.3,6-4 7-5,3,R32,117,1,5,64,35,17,15,11,5,11,0,4,73,34,16,14,11,6,14,568,84,291,225
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,114,215840,,,Haley Giavara,R,,USA,25.2,214909,,,Jada Robinson,U,,USA,26.9,6-1 4-6 7-5,3,R32,143,1,2,92,68,38,15,15,7,13,1,5,92,46,24,19,14,3,11,380,161,609,75
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,108,221220,,,Lea Ma,U,,USA,24.9,220550,,,Dalayna Hewitt,R,,USA,25.0,6-4 6-2,3,R32,87,3,1,58,40,31,10,9,3,3,3,5,55,31,21,11,9,2,5,342,182,623,73
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,116,222080,,,Hina Inoue,R,,USA,22.6,264180,,,Kallista Liu,U,,USA,21.6,6-7(7) 6-2 6-2,3,R32,177,3,7,88,49,36,15,14,0,3,0,0,109,80,39,12,14,7,14,240,300,1014,18
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,101,215370,,,Bianca Andreescu,R,170,CAN,25.5,215467,,,Malkia Menguene,R,,USA,25.4,7-5 2-6 6-3,3,R32,136,3,9,81,52,37,13,14,1,5,2,4,102,68,43,14,15,7,12,227,319,1223,10
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,207,211719,,,Shilin Xu,R,,CHN,28.0,215840,,,Haley Giavara,R,,USA,25.2,7-5 6-0,3,R16,90,0,3,53,40,32,4,9,2,3,0,7,61,35,17,11,9,4,9,694,56,380,161
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,204,221220,,,Lea Ma,U,,USA,24.9,264138,,,Kenzie Nguyen,U,,USA,,6-1 6-1,3,R16,89,0,1,41,28,21,6,7,2,3,0,3,55,36,11,10,7,6,12,342,182,1482,3
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,203,260514,,,Ena Koike,R,,JPN,19.1,270320,,,Janae Preston,U,,USA,15.4,7-6(8) 6-0,3,R16,317,1,1,65,38,21,15,9,4,7,1,5,58,28,20,5,9,2,8,568,84,1159,12
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,206,211643,,,Kajsa Rinaldo Persson,R,,SWE,28.1,215459,,,Emily Seibold,R,,GER,26.0,7-6(5) 4-6 6-0,3,R16,196,0,6,109,82,51,10,14,10,15,0,3,88,65,38,6,14,4,11,271,253,460,118
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,201,215370,,,Bianca Andreescu,R,170,CAN,25.5,259591,,,Ella Mcdonald,U,,GBR,20.4,6-4 6-3,3,R16,102,1,3,71,43,27,19,10,3,4,0,6,49,26,21,9,9,1,4,227,319,525,97
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,302,221220,,,Lea Ma,U,,USA,24.9,260514,,,Ena Koike,R,,JPN,19.1,6-1 6-4,3,QF,80,2,1,44,29,18,11,8,2,3,0,1,52,35,15,8,9,0,5,342,182,568,84
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,205,215386,,,Vivian Wolff,R,,GER,27.2,239386,,,Olivia Lincer,U,,USA,21.0,6-3 1-6 6-1,3,R16,122,0,4,73,50,27,9,11,4,10,0,3,67,45,23,6,12,3,11,325,194,632,71
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,202,214301,,,Tatiana Pieri,U,,ITA,26.7,222037,,,Rachel Gailis,R,,USA,21.3,5-7 6-4 6-2,3,R16,158,0,3,95,73,46,10,15,8,13,1,8,87,59,31,12,15,2,9,350,177,654,66
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,303,215386,,,Vivian Wolff,R,,GER,27.2,211643,,,Kajsa Rinaldo Persson,R,,SWE,28.1,7-6(1) 6-3,3,QF,116,0,4,66,44,27,12,10,4,7,1,7,83,51,29,11,11,6,11,325,194,271,253
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,208,222080,,,Hina Inoue,R,,USA,22.6,220891,,,Kylie Collins,R,,USA,23.1,6-7(2) 7-6(5) 6-4,3,R16,283,0,10,118,77,44,12,17,4,13,1,28,158,88,49,28,17,12,22,240,300,695,56
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,304,222080,,,Hina Inoue,R,,USA,22.6,211719,,,Shilin Xu,R,,CHN,28.0,6-7(4) 6-4 6-3,3,QF,190,4,2,145,97,60,20,16,13,18,1,1,98,79,39,11,15,8,15,240,300,694,56
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,301,215370,,,Bianca Andreescu,R,170,CAN,25.5,214301,,,Tatiana Pieri,U,,ITA,26.7,6-2 6-1,3,QF,59,4,0,37,29,23,5,7,0,0,0,1,44,29,11,6,8,2,7,227,319,350,177
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,402,215386,,,Vivian Wolff,R,,GER,27.2,222080,,,Hina Inoue,R,,USA,22.6,7-5 0-0,3,SF,79,0,2,36,27,12,5,6,1,4,0,4,44,19,9,10,6,2,6,325,194,240,300
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,401,215370,,,Bianca Andreescu,R,170,CAN,25.5,221220,,,Lea Ma,U,,USA,24.9,6-1 6-0,3,SF,61,0,2,39,28,22,8,7,1,1,2,1,43,21,11,5,6,6,11,227,319,342,182
2026-W-ITF-USA-2026-001,W35 Bradenton FL,Hard,32,35,20260112,501,215370,,,Bianca Andreescu,R,170,CAN,25.5,215386,,,Vivian Wolff,R,,GER,27.2,6-2 7-5,3,F,93,0,3,57,36,26,12,10,1,3,1,3,59,35,21,8,10,2,7,227,319,325,194
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,102,260737,,,Reina Goto,R,,JPN,18.3,263881,,,Yuno Kitahara,U,,JPN,19.5,6-3 2-6 6-4,3,R32,124,1,7,91,52,33,22,14,9,13,0,0,70,51,31,13,13,4,8,582,81,561,86
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,103,266448,,,Tian Jialin,U,,CHN,19.2,263626,,,Polina Kuharenko,U,,BLR,17.5,6-4 3-6 6-4,3,R32,150,0,2,95,63,35,16,15,4,10,0,7,92,56,31,17,14,6,12,674,62,833,36
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,109,264228,,,Britt Du Pree,R,,NED,19.0,270415,,,Emilija Lebedevaite,U,,GBR,16.3,6-1 6-1,3,R32,66,0,9,61,34,25,12,7,7,8,0,6,36,23,8,2,7,2,8,485,110,,
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,116,222944,,,Daria Khomutsianskaya,R,,BLR,21.9,267627,,,Maria Muratova,U,,RUS,,6-1 6-1,3,R32,58,1,1,34,22,17,11,7,0,0,0,5,38,22,12,4,7,1,6,337,186,,
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,114,257874,,,Ksenia Zaytseva,U,,RUS,21.3,264184,,,Wenfei Yu,U,,CHN,19.3,6-3 6-1,3,R32,82,2,5,53,32,23,10,8,6,8,1,2,53,34,15,5,8,6,12,581,81,,
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,105,215588,,,Yasmine Mansouri,R,,FRA,24.6,237481,,,Ginevra Parentini Vallega Montebruno,U,,ITA,22.7,7-6(5) 3-1,3,R32,85,4,8,58,38,24,8,8,4,7,0,1,60,51,22,8,8,5,9,401,149,1380,6
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,113,252493,,,Zongyu Li,U,,CHN,22.6,263890,,,Elena Michel,U,,FRA,,6-4 6-2,3,R32,103,1,1,54,33,22,15,9,2,3,0,8,63,34,23,12,9,4,8,459,118,1283,8
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,106,213947,,,Ying Zhang,U,,CHN,29.7,220071,,,Aurora Urso,U,,ITA,25.2,6-2 6-3,3,R32,82,4,0,68,48,31,13,9,5,6,1,6,55,41,24,4,8,4,8,544,91,1380,6
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,111,211796,,,Francoise Abanda,R,178,CAN,28.9,211222,,,Jamie Loeb,R,168,USA,30.8,6-4 6-3,3,R32,111,2,4,72,46,25,11,10,7,11,1,7,64,27,18,10,9,7,13,1440,4,573,82
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,104,220672,,,Milana Zhabrailova,U,,RUS,22.9,260647,,,Sarah Van Emst,R,,NED,21.1,6-7(9) 6-2 6-3,3,R32,168,1,8,112,68,48,20,14,7,9,3,5,103,65,41,16,15,7,13,708,55,516,99
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,107,264227,,,Isis Louise Van Den Broek,R,,NED,20.0,215697,,,Arlinda Rushiti,R,,SUI,26.7,6-4 6-1,3,R32,74,1,9,46,26,16,8,8,4,8,0,9,60,34,16,6,9,7,15,543,91,735,51
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,108,222559,,,Han Shi,R,,CHN,20.6,216092,,,Isabella Harvison,U,,USA,24.5,6-1 6-0,3,R32,77,2,1,56,33,22,14,7,0,0,0,1,44,29,12,5,6,4,9,434,132,1354,6
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,112,220808,,,Kristina Dmitruk,R,,BLR,22.2,266901,,,Loes Ebeling Koning,R,,NED,19.8,6-1 6-3,3,R32,85,0,1,65,44,24,13,8,6,8,0,6,59,31,16,8,8,4,10,414,143,634,71
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,101,256705,,,Samira De Stefano,L,,ITA,21.6,270168,,,Emira Diabate,U,,CIV,,6-2 6-1,3,R32,77,0,3,49,31,19,8,7,7,9,2,8,58,25,12,8,8,3,10,336,186,,
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,115,263889,,,Polina Kaibekova,U,,RUS,19.1,267454,,,Manon Favier,U,,FRA,,6-0 3-6 6-1,3,R32,137,0,8,80,56,37,8,11,10,13,0,11,68,34,18,13,11,5,12,1118,14,,
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,110,225858,,,Sarah Iliev,U,,FRA,19.2,220429,,,Elena Milovanovic,R,,SRB,24.9,6-2 6-4,3,R32,84,1,6,61,32,23,18,9,3,3,3,4,54,29,21,8,9,5,8,663,64,560,86
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,208,222944,,,Daria Khomutsianskaya,R,,BLR,21.9,263889,,,Polina Kaibekova,U,,RUS,19.1,6-3 6-3,3,R16,83,2,5,52,31,21,6,9,4,9,0,7,60,35,11,9,9,7,15,337,186,1118,14
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,203,215588,,,Yasmine Mansouri,R,,FRA,24.6,213947,,,Ying Zhang,U,,CHN,29.7,6-3 6-0,3,R16,58,5,3,40,30,24,4,8,0,1,1,3,48,31,18,2,7,2,7,401,149,544,91
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,206,220808,,,Kristina Dmitruk,R,,BLR,22.2,211796,,,Francoise Abanda,R,178,CAN,28.9,6-1 6-4,3,R16,96,0,1,64,42,30,13,9,6,7,1,1,61,34,17,14,8,6,10,414,143,1440,4
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,207,257874,,,Ksenia Zaytseva,U,,RUS,21.3,252493,,,Zongyu Li,U,,CHN,22.6,6-3 6-4,3,R16,107,1,9,57,30,21,8,10,2,6,0,3,72,50,23,9,9,7,13,581,81,459,118
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,201,256705,,,Samira De Stefano,L,,ITA,21.6,260737,,,Reina Goto,R,,JPN,18.3,6-2 6-4,3,R16,87,0,1,58,39,23,10,9,0,3,0,2,78,54,25,11,9,8,14,336,186,582,81
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,202,220672,,,Milana Zhabrailova,U,,RUS,22.9,266448,,,Tian Jialin,U,,CHN,19.2,6-4 1-6 7-6(8),3,R16,192,0,4,94,66,38,11,14,8,15,4,2,123,78,45,21,15,11,17,708,55,674,62
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,204,222559,,,Han Shi,R,,CHN,20.6,264227,,,Isis Louise Van Den Broek,R,,NED,20.0,5-7 6-3 6-1,3,R16,144,0,4,84,54,28,12,14,6,14,0,3,86,67,26,5,14,8,19,434,132,543,91
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,205,225858,,,Sarah Iliev,U,,FRA,19.2,264228,,,Britt Du Pree,R,,NED,19.0,6-4 4-6 6-1,3,R16,123,3,8,88,49,33,15,14,2,7,1,9,82,48,27,11,13,2,9,663,64,485,110
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,303,220808,,,Kristina Dmitruk,R,,BLR,22.2,225858,,,Sarah Iliev,U,,FRA,19.2,6-3 6-3,3,QF,77,2,2,65,46,29,9,9,5,8,1,3,52,34,14,7,9,3,9,414,143,663,64
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,402,220808,,,Kristina Dmitruk,R,,BLR,22.2,257874,,,Ksenia Zaytseva,U,,RUS,21.3,4-6 7-5 6-1,3,SF,155,2,1,95,70,37,12,15,6,13,0,4,93,71,34,8,14,10,19,414,143,581,81
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,302,222559,,,Han Shi,R,,CHN,20.6,215588,,,Yasmine Mansouri,R,,FRA,24.6,6-7(6) 6-4 6-3,3,QF,,1,7,81,51,27,12,10,3,8,1,6,69,43,26,11,10,4,8,434,132,401,149
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,401,256705,,,Samira De Stefano,L,,ITA,21.6,222559,,,Han Shi,R,,CHN,20.6,6-3 6-1,3,SF,78,0,0,46,33,21,7,8,2,4,0,2,54,36,19,4,8,6,12,336,186,434,132
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,301,256705,,,Samira De Stefano,L,,ITA,21.6,220672,,,Milana Zhabrailova,U,,RUS,22.9,6-3 6-3,3,QF,88,0,2,63,41,23,14,9,7,9,2,3,65,35,20,12,9,9,14,336,186,708,55
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,304,257874,,,Ksenia Zaytseva,U,,RUS,21.3,222944,,,Daria Khomutsianskaya,R,,BLR,21.9,6-2 6-4,3,QF,95,0,4,52,30,16,12,9,3,7,1,5,54,36,16,4,9,1,8,581,81,337,186
2026-W-ITF-TUN-2026-002,W15 Monastir,Hard,32,15,20260112,501,256705,,,Samira De Stefano,L,,ITA,21.6,220808,,,Kristina Dmitruk,R,,BLR,22.2,6-4 6-4,3,F,97,0,1,66,35,20,17,10,7,11,0,0,73,50,23,11,10,4,10,336,186,414,143
2026-W-ITF-ARG-2026-001,W50 Buenos Aires +H,Clay,32,50,20260112,104,213753,,,Thaisa Grana Pedretti,U,,BRA,26.6,213657,,,Martha Matoula,R,,GRE,28.7,6-3 6-0,3,R32,84,0,4,53,35,21,9,7,2,4,1,2,66,44,19,8,8,9,16,474,112,389,157
2026-W-ITF-ARG-2026-001,W50 Buenos Aires +H,Clay,32,50,20260112,111,237454,,,Luciana Moyano,U,,ARG,20.2,221585,,,Lilian Poling,U,,USA,28.0,6-3 6-3,3,R32,105,0,10,64,33,25,14,9,3,5,0,4,66,39,20,12,9,9,14,781,45,879,31
2026-W-ITF-ARG-2026-001,W50 Buenos Aires +H,Clay,32,50,20260112,105,221242,,,Mell Elizabeth Reasco Gonzalez,L,,ECU,23.4,210847,,,Miriana Tona,U,,ITA,31.0,7-6(4) 6-1,3,R32,110,5,5,73,38,26,18,10,4,7,1,5,68,42,23,7,9,3,8,490,108,357,174
2026-W-ITF-ARG-2026-001,W50 Buenos Aires +H,Clay,32,50,20260112,107,206406,,,Berta Bonardi,R,,ARG,30.5,258191,,,Ana Grubor,U,,CAN,22.0,4-6 6-2 6-4,3,R32,145,0,6,85,52,32,9,14,5,13,0,7,73,42,16,10,14,3,13,657,65,707,55
2026-W-ITF-ARG-2026-001,W50 Buenos Aires +H,Clay,32,50,20260112,110,238065,,,Noelia Zeballos Melgar,U,,BOL,31.6,215693,,,Michaela Bayerlova,U,,CZE,27.0,4-6 6-3 6-3,3,R32,172,1,3,119,86,41,17,14,11,18,0,12,87,45,23,16,14,7,16,,,779,45
2026-W-ITF-ARG-2026-001,W50 Buenos Aires +H,Clay,32,50,20260112,116,222189,,,Anna Sinclair Rogers,U,,USA,27.8,261957,,,Candela Vazquez,L,,ARG,17.4,6-1 6-0,3,R32,50,0,1,50,36,26,9,7,2,2,0,4,33,19,9,3,6,1,6,253,282,887,29
2026-W-ITF-ARG-2026-001,W50 Buenos Aires +H,Clay,32,50,20260112,115,260708,,,Justina Maria Gonzalez Daniele,R,,ARG,20.0,259739,,,Marina Bulbarella,U,,ARG,20.3,6-2 7-5,3,R32,109,0,6,62,39,25,12,10,4,7,1,5,81,56,29,8,10,10,16,639,70,1212,10
2026-W-ITF-ARG-2026-001,W50 Buenos Aires +H,Clay,32,50,20260112,108,206345,,,Victoria Bosio,R,,ARG,31.2,223146,,,Isabella Barrera Aguirre,U,,USA,22.8,6-1 6-0,3,R32,61,2,0,42,33,26,6,7,4,4,0,6,33,14,8,2,6,1,6,375,163,913,27
