tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2026-2096,Canberra 125,Hard,32,C,20260105,290,220466,,,Joanna Garland,R,,TPE,24.4,223325,,Q,Polina Iatcenko,U,,RUS,22.0,3-3 RET,3,R16,31,1,1,19,11,10,5,4,0,0,3,1,19,10,10,3,3,0,0,129,555,163,428
2026-2096,Canberra 125,Hard,32,C,20260105,289,206294,,,Yue Yuan,R,184,CHN,27.2,236955,,Q,Tatiana Prozorova,U,,RUS,22.2,6-4 6-3,3,R16,100,5,1,58,32,25,17,9,5,5,2,2,69,43,27,13,10,3,6,135,526,183,383
2026-2096,Canberra 125,Hard,32,C,20260105,288,221236,3,,Polina Kudermetova,R,,UZB,22.5,236957,,,Lola Radivojevic,U,,SRB,21.0,6-3 7-6(1),3,R16,93,5,5,80,43,35,21,11,6,6,7,4,59,32,25,15,10,2,3,167,410,137,517
2026-2096,Canberra 125,Hard,32,C,20260105,287,221124,,Q,Himeno Sakatsume,R,,JPN,24.4,210886,5,,Mayar Sherif,R,180,EGY,29.6,6-3 3-6 6-3,3,R16,139,1,3,89,60,40,11,14,5,9,2,3,107,80,50,9,13,14,19,151,462,107,715
2026-2096,Canberra 125,Hard,32,C,20260105,286,202493,,Q,Ekaterine Gorgodze,L,,GEO,34.0,220416,2,,Moyuka Uchijima,R,171,JPN,24.4,6-4 6-1,3,R16,67,4,2,58,40,25,10,9,6,8,3,3,54,33,21,5,8,9,14,176,390,89,808
2026-2096,Canberra 125,Hard,32,C,20260105,285,215899,1,,Simona Waltert,R,,SUI,25.0,222966,,,Dominika Salkova,R,,CZE,21.5,6-7(2) 7-6(0) 6-2,3,R32,166,3,10,106,55,39,22,16,2,7,2,16,135,76,44,24,16,16,23,88,817,142,504
2026-2096,Canberra 125,Hard,32,C,20260105,284,221307,,,Darja Vidmanova,R,,CZE,22.9,222233,,,Marina Stakusic,R,,CAN,21.1,6-3 6-2,3,R32,75,6,4,58,34,26,13,9,1,2,0,7,52,23,14,12,8,4,8,145,494,127,565
2026-2096,Canberra 125,Hard,32,C,20260105,283,215314,,Q,En Shuo Liang,U,,TPE,25.2,214593,,,Lucrezia Stefanini,R,,ITA,27.6,7-6(5) 6-1,3,R32,99,5,2,63,39,27,11,9,0,2,0,2,85,68,35,6,10,8,13,394,153,136,518
2026-2096,Canberra 125,Hard,32,C,20260105,282,220750,,,Daria Snigur,R,,UKR,23.7,211337,7,,Tamara Korpatsch,R,170,GER,30.6,6-4 6-0,3,R32,78,1,1,51,39,27,9,8,1,1,3,9,63,33,20,11,8,9,13,149,479,123,590
2026-2096,Canberra 125,Hard,32,C,20260105,281,214461,,Q,Tamara Zidansek,R,168,SLO,28.0,214459,4,,Lucia Bronzetti,R,,ITA,27.0,6-2 6-7(4) 6-3,3,R32,154,1,8,93,54,38,19,14,4,7,1,4,97,62,38,13,15,11,18,156,445,105,739
2026-2096,Canberra 125,Hard,32,C,20260105,280,222290,,,Lanlana Tararudee,R,,THA,21.4,220735,,WC,Tina Nadine Smith,L,,AUS,23.5,6-2 6-2,3,R32,79,3,2,60,30,22,13,8,9,11,1,1,50,32,17,3,8,4,10,131,546,328,190
2026-2096,Canberra 125,Hard,32,C,20260105,279,223325,,Q,Polina Iatcenko,U,,RUS,22.0,215018,,WC,Destanee Aiava,R,175,AUS,25.6,6-7(5) 6-3 6-3,3,R32,124,7,3,102,61,42,18,15,4,9,5,4,87,57,33,10,15,6,14,163,428,235,308
2026-2096,Canberra 125,Hard,32,C,20260105,278,220466,,,Joanna Garland,R,,TPE,24.4,220348,6,,Diane Parry,R,170,FRA,23.3,5-7 6-4 6-2,3,R32,149,6,3,90,59,36,18,15,2,7,12,11,86,44,30,13,15,7,14,129,555,122,615
2026-2096,Canberra 125,Hard,32,C,20260105,277,206294,,,Yue Yuan,R,184,CHN,27.2,243420,8,,Hanne Vandewinkel,U,,BEL,21.6,6-3 6-4,3,R32,84,2,2,60,32,27,17,10,2,2,6,4,52,29,27,6,9,1,3,135,526,125,582
2026-2096,Canberra 125,Hard,32,C,20260105,276,236955,,Q,Tatiana Prozorova,U,,RUS,22.2,223360,,,Nikola Bartunkova,R,,CZE,19.8,6-1 6-2,3,R32,68,1,2,50,30,21,12,8,5,6,3,3,42,17,10,7,7,3,8,183,383,126,582
2026-2096,Canberra 125,Hard,32,C,20260105,275,236957,,,Lola Radivojevic,U,,SRB,21.0,267439,,Q,Teodora Kostovic,R,,SRB,18.5,6-4 6-4,3,R32,91,8,2,65,38,25,12,10,4,7,4,6,68,37,24,10,10,5,10,137,517,175,392
2026-2096,Canberra 125,Hard,32,C,20260105,274,221236,3,,Polina Kudermetova,R,,UZB,22.5,252499,,,Alina Korneeva,U,,RUS,18.5,6-2 6-3,3,R32,64,2,2,56,38,21,10,9,5,8,3,8,53,33,16,5,8,1,7,167,410,210,344
2026-2096,Canberra 125,Hard,32,C,20260105,273,210886,5,,Mayar Sherif,R,180,EGY,29.6,239397,,WC,Elena Micic,U,,AUS,21.4,6-4 3-6 7-5,3,R32,147,3,4,87,64,43,10,15,5,9,6,15,112,57,44,20,16,5,10,107,715,347,177
2026-2096,Canberra 125,Hard,32,C,20260105,272,221124,,Q,Himeno Sakatsume,R,,JPN,24.4,260667,,WC,Tahlia Kokkinis,R,,AUS,17.4,7-5 6-2,3,R32,86,8,0,60,40,30,14,10,7,7,2,3,64,32,22,15,10,0,3,151,462,489,108
2026-2096,Canberra 125,Hard,32,C,20260105,271,202493,,Q,Ekaterine Gorgodze,L,,GEO,34.0,220722,,Q,Elvina Kalieva,R,,USA,22.4,6-2 6-7(2) 7-6(3),3,R32,164,4,3,115,83,51,18,16,5,8,8,5,129,72,46,28,16,8,13,176,390,203,352
2026-2096,Canberra 125,Hard,32,C,20260105,270,220416,2,,Moyuka Uchijima,R,171,JPN,24.4,201483,,,Madison Brengle,R,168,USA,35.7,6-4 6-4,3,R32,94,2,5,80,44,30,12,10,10,15,0,3,66,55,25,4,10,2,9,89,808,453,120
2026-1153,Manila 125,Hard,32,C,20260126,300,215785,5,,Camila Osorio,R,162,COL,24.0,202499,4,,Donna Vekic,R,179,CRO,29.5,2-6 6-3 7-5,3,F,151,3,3,100,57,41,21,15,8,11,2,3,103,73,49,12,14,9,12,84,840,72,935
2026-1153,Manila 125,Hard,32,C,20260126,299,202499,4,,Donna Vekic,R,179,CRO,29.5,236955,,,Tatiana Prozorova,U,,RUS,22.2,6-2 6-4,3,SF,76,1,2,50,33,26,12,9,0,0,3,2,61,43,25,10,9,3,6,72,935,174,403
2026-1153,Manila 125,Hard,32,C,20260126,298,215785,5,,Camila Osorio,R,162,COL,24.0,221333,3,,Solana Sierra,R,,ARG,21.6,6-0 6-1,3,SF,46,4,2,35,21,18,10,7,0,0,1,1,32,16,6,6,6,5,10,84,840,63,1018
2026-1153,Manila 125,Hard,32,C,20260126,297,236955,,,Tatiana Prozorova,U,,RUS,22.2,223321,,,Sofia Costoulas,U,,BEL,20.8,4-6 6-2 6-4,3,QF,146,5,2,86,63,46,10,14,4,6,4,1,91,59,39,13,14,6,10,174,403,143,506
2026-1153,Manila 125,Hard,32,C,20260126,296,202499,4,,Donna Vekic,R,179,CRO,29.5,202684,,,Lin Zhu,R,173,CHN,31.9,6-4 6-3,3,QF,101,2,3,63,43,30,11,9,3,3,2,2,84,63,36,12,10,10,13,72,935,164,430
2026-1153,Manila 125,Hard,32,C,20260126,295,221333,3,,Solana Sierra,R,,ARG,21.6,222290,,,Lanlana Tararudee,R,,THA,21.5,6-3 6-4,3,QF,81,1,0,55,31,20,11,9,3,6,2,5,66,35,24,9,10,5,11,63,1018,131,549
2026-1153,Manila 125,Hard,32,C,20260126,294,215785,5,,Camila Osorio,R,162,COL,24.0,223253,2,,Alexandra Eala,L,173,PHI,20.6,6-4 6-4,3,QF,89,1,4,58,33,19,12,10,0,4,1,5,69,39,21,12,10,6,12,84,840,49,1159
2026-1153,Manila 125,Hard,32,C,20260126,293,236955,,,Tatiana Prozorova,U,,RUS,22.2,213583,1,,Tatjana Maria,R,172,GER,38.4,7-6(2) 6-4,3,R16,123,9,0,68,44,31,17,11,5,7,5,1,104,62,39,19,11,12,15,174,403,42,1232
2026-1153,Manila 125,Hard,32,C,20260126,292,223321,,,Sofia Costoulas,U,,BEL,20.8,215946,,,Ye Xin Ma,U,,CHN,26.6,6-2 6-4,3,R16,87,8,2,77,51,38,13,9,10,10,0,3,54,36,23,8,9,3,6,143,506,225,325
2026-1153,Manila 125,Hard,32,C,20260126,291,202499,4,,Donna Vekic,R,179,CRO,29.5,221086,,,Mariia Tkacheva,R,,RUS,24.1,6-1 6-2,3,R16,61,3,3,50,36,27,8,8,3,3,3,6,38,19,11,6,7,0,4,72,935,480,114
2026-1153,Manila 125,Hard,32,C,20260126,290,202684,,,Lin Zhu,R,173,CHN,31.9,216566,,,Mananchaya Sawangkaew,R,,THA,23.5,6-3 7-6(5),3,R16,102,0,0,78,57,37,16,11,8,8,4,2,61,41,31,9,10,0,1,164,430,197,366
2026-1153,Manila 125,Hard,32,C,20260126,289,222290,,,Lanlana Tararudee,R,,THA,21.5,221236,,,Polina Kudermetova,R,,UZB,22.6,6-4 6-4,3,R16,84,10,4,69,37,27,17,10,4,5,5,3,58,33,24,10,10,2,5,131,549,150,490
2026-1153,Manila 125,Hard,32,C,20260126,288,221333,3,,Solana Sierra,R,,ARG,21.6,263857,,,Yuliia Starodubtseva,R,,UKR,25.9,6-4 6-3,3,R16,91,2,2,67,51,31,5,10,3,7,1,2,61,43,21,6,9,10,16,63,1018,110,701
2026-1153,Manila 125,Hard,32,C,20260126,287,215785,5,,Camila Osorio,R,162,COL,24.0,215988,,,Mai Hontama,R,,JPN,26.4,6-4 4-6 6-2,3,R16,131,1,5,85,62,42,7,14,4,8,0,5,93,63,35,14,14,7,13,84,840,244,299
2026-1153,Manila 125,Hard,32,C,20260126,286,223253,2,,Alexandra Eala,L,173,PHI,20.6,221124,,,Himeno Sakatsume,R,,JPN,24.4,6-4 6-0,3,R16,81,1,2,58,35,23,14,8,8,9,3,1,55,38,20,5,8,2,7,49,1159,140,514
2026-1153,Manila 125,Hard,32,C,20260126,285,213583,1,,Tatjana Maria,R,172,GER,38.4,206417,,,Leolia Jeanjean,R,,FRA,30.4,7-6(5) 6-4,3,R32,143,6,2,83,49,31,19,11,3,6,0,5,99,71,43,9,11,12,16,42,1232,103,760
2026-1153,Manila 125,Hard,32,C,20260126,284,236955,,,Tatiana Prozorova,U,,RUS,22.2,270419,,WC,Kaye Ann Emana,U,,PHI,,6-1 6-0,3,R32,42,1,3,36,20,17,9,7,3,4,0,3,35,19,4,5,6,3,9,174,403,,
2026-1153,Manila 125,Hard,32,C,20260126,283,223321,,,Sofia Costoulas,U,,BEL,20.8,215077,,Q,Viktoria Morvayova,U,,SVK,24.8,6-7(8) 7-6(4) 6-4,3,R32,240,11,2,124,82,61,18,17,7,10,5,4,154,96,63,27,17,16,20,143,506,351,179
2026-1153,Manila 125,Hard,32,C,20260126,282,215946,,,Ye Xin Ma,U,,CHN,26.6,221985,8,,Darja Semenistaja,L,,LAT,23.3,6-1 7-6(6),3,R32,104,3,5,76,35,21,22,9,5,7,1,1,64,40,20,12,10,2,7,225,325,98,779
2026-1153,Manila 125,Hard,32,C,20260126,281,202499,4,,Donna Vekic,R,179,CRO,29.5,211846,,,Kyoka Okamura,R,,JPN,30.3,6-2 6-2,3,R32,70,5,1,40,25,18,10,8,0,2,1,0,46,33,16,4,8,1,7,72,935,310,209
2026-1153,Manila 125,Hard,32,C,20260126,280,221086,,,Mariia Tkacheva,R,,RUS,24.1,260170,,,Sara Saito,R,,JPN,19.3,6-2 6-2,3,R32,66,3,3,48,31,24,10,8,0,0,0,5,49,32,16,8,8,5,9,480,114,262,269
2026-1153,Manila 125,Hard,32,C,20260126,279,216566,,,Mananchaya Sawangkaew,R,,THA,23.5,270420,,WC,Tennielle Madis,R,,PHI,20.6,6-4 6-0,3,R32,79,4,6,61,42,30,7,8,5,7,0,2,54,32,14,8,8,3,9,197,366,,
2026-1153,Manila 125,Hard,32,C,20260126,278,202684,,,Lin Zhu,R,173,CHN,31.9,215138,6,,Lulu Sun,L,,NZL,24.7,7-5 6-4,3,R32,94,1,1,68,48,34,9,11,7,9,7,3,72,38,23,18,11,7,11,164,430,86,825
2026-1153,Manila 125,Hard,32,C,20260126,277,222290,,,Lanlana Tararudee,R,,THA,21.5,215899,7,,Simona Waltert,R,,SUI,25.1,6-2 3-6 6-2,3,R32,130,4,3,80,42,27,19,13,7,12,0,2,86,52,24,19,12,11,18,131,549,87,824
2026-1153,Manila 125,Hard,32,C,20260126,276,221236,,,Polina Kudermetova,R,,UZB,22.6,246478,,Q,Miho Kuramochi,U,,JPN,27.6,6-3 7-5,3,R32,88,0,3,75,39,28,17,11,2,5,0,1,55,41,20,7,10,3,8,150,490,364,173
2026-1153,Manila 125,Hard,32,C,20260126,275,263857,,,Yuliia Starodubtseva,R,,UKR,25.9,204223,,Q,Peangtarn Plipuech,R,169,THA,33.1,6-0 6-4,3,R32,99,2,2,47,28,18,11,8,3,5,1,3,73,45,23,8,8,8,14,110,701,824,38
2026-1153,Manila 125,Hard,32,C,20260126,274,221333,3,,Solana Sierra,R,,ARG,21.6,220466,,,Joanna Garland,R,,TPE,24.5,6-4 7-6(5),3,R32,109,3,7,79,46,33,16,11,4,6,3,4,70,40,28,14,11,4,7,63,1018,117,645
2026-1153,Manila 125,Hard,32,C,20260126,273,215785,5,,Camila Osorio,R,162,COL,24.0,220718,,Q,Sakura Hosogi,U,,JPN,25.8,6-4 6-3,3,R32,86,3,5,81,52,34,15,10,7,9,0,2,64,46,30,2,9,3,7,84,840,298,216
2026-1153,Manila 125,Hard,32,C,20260126,272,215988,,,Mai Hontama,R,,JPN,26.4,270421,,WC,Elizabeth Abarquez,U,,PHI,24.5,6-0 6-0,3,R32,44,0,2,35,22,17,9,6,4,4,0,3,35,24,7,3,6,2,8,244,299,,
2026-1153,Manila 125,Hard,32,C,20260126,271,221124,,,Himeno Sakatsume,R,,JPN,24.4,211702,,,Nao Hibino,R,163,JPN,31.1,6-3 7-5,3,R32,88,0,1,61,39,28,8,11,2,5,0,2,57,40,20,9,10,5,10,140,514,204,359
2026-1153,Manila 125,Hard,32,C,20260126,270,223253,2,,Alexandra Eala,L,173,PHI,20.6,221406,,,Alina Charaeva,R,,RUS,23.6,6-1 6-2,3,R32,76,2,2,49,30,23,11,8,4,5,3,3,44,26,13,4,7,2,7,49,1159,163,436
2026-1100,Mumbai 125,Hard,32,C,20260202,300,216566,,,Mananchaya Sawangkaew,R,,THA,23.5,260172,7,,Lilli Tagger,U,,AUT,17.9,6-4 6-3,3,F,85,1,2,56,43,32,8,9,2,2,8,1,60,38,26,11,10,1,4,236,298,128,592
2026-1100,Mumbai 125,Hard,32,C,20260202,299,216566,,,Mananchaya Sawangkaew,R,,THA,23.5,222290,5,,Lanlana Tararudee,R,,THA,21.5,6-2 3-6 6-1,3,SF,113,3,4,89,68,43,8,12,11,14,4,6,69,44,26,9,12,1,7,236,298,129,583
2026-1100,Mumbai 125,Hard,32,C,20260202,298,260172,7,,Lilli Tagger,U,,AUT,17.9,221885,,,Fangran Tian,R,,CHN,22.4,6-2 7-6(3),3,SF,119,1,2,65,47,29,13,10,1,2,0,1,74,58,36,5,10,6,9,128,592,325,195
2026-1100,Mumbai 125,Hard,32,C,20260202,297,216566,,,Mananchaya Sawangkaew,R,,THA,23.5,236955,9,,Tatiana Prozorova,U,,RUS,22.3,6-1 6-4,3,QF,98,1,6,59,33,20,11,8,2,5,3,1,64,34,14,13,9,9,16,236,298,204,347
2026-1100,Mumbai 125,Hard,32,C,20260202,296,222290,5,,Lanlana Tararudee,R,,THA,21.5,206417,3,,Leolia Jeanjean,R,,FRA,30.4,4-6 6-3 6-2,3,QF,137,7,4,79,48,39,17,14,3,4,1,0,87,59,36,14,13,6,9,129,583,115,649
2026-1100,Mumbai 125,Hard,32,C,20260202,295,221885,,,Fangran Tian,R,,CHN,22.4,215614,,,Mei Yamaguchi,U,152,JPN,26.6,6-2 2-6 6-2,3,QF,158,1,4,86,47,34,16,12,8,11,0,1,82,54,29,15,12,8,13,325,195,278,241
2026-1100,Mumbai 125,Hard,32,C,20260202,294,260172,7,,Lilli Tagger,U,,AUT,17.9,221985,2,,Darja Semenistaja,L,,LAT,23.3,4-6 6-4 6-2,3,QF,137,11,4,95,63,48,11,14,3,5,2,2,88,51,36,17,14,2,6,128,592,99,769
2026-1100,Mumbai 125,Hard,32,C,20260202,293,216566,,,Mananchaya Sawangkaew,R,,THA,23.5,216324,,Q,Misaki Matsuda,U,,JPN,27.4,6-4 6-1,3,R16,67,4,3,52,33,24,8,8,3,4,0,1,56,37,19,7,9,2,7,236,298,472,115
2026-1100,Mumbai 125,Hard,32,C,20260202,292,236955,9,,Tatiana Prozorova,U,,RUS,22.3,260006,,Q,Kristiana Sidorova,U,,RUS,19.6,6-4 6-1,3,R16,81,1,2,51,39,26,5,9,0,2,0,5,53,27,17,9,8,7,12,204,347,467,117
2026-1100,Mumbai 125,Hard,32,C,20260202,291,206417,3,,Leolia Jeanjean,R,,FRA,30.4,246478,,,Miho Kuramochi,U,,JPN,27.6,6-3 6-3,3,R16,101,3,4,69,43,31,12,9,8,9,0,2,56,43,21,6,9,4,8,115,649,357,175
2026-1100,Mumbai 125,Hard,32,C,20260202,290,222290,5,,Lanlana Tararudee,R,,THA,21.5,216213,,,Sohyun Park,U,,KOR,23.5,3-6 6-3 6-0,3,R16,124,7,3,79,45,33,18,12,4,6,1,2,91,62,34,14,12,9,14,129,583,265,263
2026-1100,Mumbai 125,Hard,32,C,20260202,289,215614,,,Mei Yamaguchi,U,152,JPN,26.6,236956,,LL,Yasmine Kabbaj,U,,MAR,22.0,4-6 6-4 7-6(5),3,R16,160,2,1,99,71,47,12,16,5,11,1,5,102,77,47,11,16,7,13,278,241,411,149
2026-1100,Mumbai 125,Hard,32,C,20260202,288,221885,,,Fangran Tian,R,,CHN,22.4,243420,4,,Hanne Vandewinkel,U,,BEL,21.7,2-6 6-4 6-4,3,R16,150,2,1,91,64,39,16,14,5,9,4,6,78,52,34,12,14,3,7,325,195,135,539
2026-1100,Mumbai 125,Hard,32,C,20260202,287,260172,7,,Lilli Tagger,U,,AUT,17.9,215592,,,Eri Shimizu,U,,JPN,27.6,6-2 6-2,3,R16,76,6,0,43,28,25,9,8,1,1,1,1,62,49,28,5,8,2,6,128,592,413,148
2026-1100,Mumbai 125,Hard,32,C,20260202,286,221985,2,,Darja Semenistaja,L,,LAT,23.3,215988,,,Mai Hontama,R,,JPN,26.4,6-4 7-6(3),3,R16,115,2,1,73,49,28,11,11,3,8,0,5,90,55,25,17,11,5,11,99,769,213,338
2026-1100,Mumbai 125,Hard,32,C,20260202,285,216324,,Q,Misaki Matsuda,U,,JPN,27.4,206102,,LL,Ankita Raina,R,163,IND,33.0,6-4 6-0,3,R32,80,0,0,52,37,23,11,8,1,2,0,0,52,37,16,7,8,2,7,472,115,622,73
2026-1100,Mumbai 125,Hard,32,C,20260202,284,216566,,,Mananchaya Sawangkaew,R,,THA,23.5,215077,,,Viktoria Morvayova,U,,SVK,24.9,6-2 6-1,3,R32,57,2,2,50,31,20,11,7,6,7,2,4,44,26,16,3,8,4,10,236,298,343,182
2026-1100,Mumbai 125,Hard,32,C,20260202,283,260006,,Q,Kristiana Sidorova,U,,RUS,19.6,220842,,WC,Shrivalli Rashmikaa Bhamidipaty,U,,IND,24.1,6-1 6-3,3,R32,72,6,2,60,37,24,13,8,2,3,3,4,51,19,10,13,8,5,10,467,117,481,113
2026-1100,Mumbai 125,Hard,32,C,20260202,282,236955,9,,Tatiana Prozorova,U,,RUS,22.3,221187,,,Priska Madelyn Nugroho,R,,INA,22.6,6-2 6-1,3,R32,72,2,2,44,27,22,9,7,4,4,0,1,44,26,12,7,8,3,8,204,347,424,140
2026-1100,Mumbai 125,Hard,32,C,20260202,281,206417,3,,Leolia Jeanjean,R,,FRA,30.4,214418,,WC,Vaidehi Chaudhari,U,,IND,25.9,6-2 6-0,3,R32,61,1,0,35,21,18,10,7,0,0,0,3,49,34,15,5,7,6,11,115,649,476,114
2026-1100,Mumbai 125,Hard,32,C,20260202,280,246478,,,Miho Kuramochi,U,,JPN,27.6,213849,,LL,Nicole Fossa Huergo,U,,ITA,30.6,6-4 6-3,3,R32,91,0,2,56,46,32,4,9,1,3,0,0,66,43,23,11,10,2,7,357,175,422,141
2026-1100,Mumbai 125,Hard,32,C,20260202,279,216213,,,Sohyun Park,U,,KOR,23.5,259685,,,Mingge Xu,R,,GBR,18.3,6-1 0-0 RET,3,R32,45,1,0,24,13,11,6,4,1,1,0,3,25,17,9,3,3,4,6,265,263,234,300
2026-1100,Mumbai 125,Hard,32,C,20260202,278,222290,5,,Lanlana Tararudee,R,,THA,21.5,266722,,WC,Maaya Rajeshwaran Revathi,R,175,IND,16.6,6-3 6-2,3,R32,77,2,1,61,28,22,18,9,5,6,1,1,46,17,13,10,8,2,6,129,583,651,68
2026-1100,Mumbai 125,Hard,32,C,20260202,277,215614,,,Mei Yamaguchi,U,152,JPN,26.6,223325,8,,Polina Iatcenko,U,,RUS,22.1,5-7 6-3 6-3,3,R32,134,4,2,91,66,45,9,15,10,15,2,1,90,59,30,17,15,6,13,278,241,160,447
2026-1100,Mumbai 125,Hard,32,C,20260202,276,236956,,LL,Yasmine Kabbaj,U,,MAR,22.0,204223,,Q,Peangtarn Plipuech,R,169,THA,33.2,6-3 6-3,3,R32,76,0,1,46,38,31,5,9,0,0,0,0,56,46,29,3,9,4,7,411,149,773,44
2026-1100,Mumbai 125,Hard,32,C,20260202,275,221885,,,Fangran Tian,R,,CHN,22.4,221099,,,Rina Saigo,U,,JPN,25.2,6-0 6-3,3,R32,88,0,6,55,33,25,9,8,4,5,0,2,44,22,11,6,7,3,8,325,195,293,216
2026-1100,Mumbai 125,Hard,32,C,20260202,274,243420,4,,Hanne Vandewinkel,U,,BEL,21.7,264187,,Q,Zuzanna Pawlikowska,R,,POL,20.9,6-3 6-3,3,R32,105,4,3,67,43,24,11,9,7,11,0,3,59,39,18,6,9,2,9,135,539,429,138
2026-1100,Mumbai 125,Hard,32,C,20260202,273,260172,7,,Lilli Tagger,U,,AUT,17.9,261038,,WC,Vaishnavi Adkar,R,,IND,21.1,7-5 6-4,3,R32,100,7,1,61,39,31,13,11,2,3,0,2,69,39,26,13,11,7,10,128,592,695,57
2026-1100,Mumbai 125,Hard,32,C,20260202,272,215592,,,Eri Shimizu,U,,JPN,27.6,246481,,,Sahaja Yamalapalli,U,,IND,25.2,7-5 6-2,3,R32,110,0,1,62,41,28,12,10,3,5,0,1,65,34,19,13,10,3,8,413,148,425,140
2026-1100,Mumbai 125,Hard,32,C,20260202,271,215988,,,Mai Hontama,R,,JPN,26.4,260581,,,Alevtina Ibragimova,R,,RUS,21.0,6-1 6-4,3,R32,90,2,1,48,30,21,10,8,0,2,0,2,60,38,15,11,9,6,12,213,338,314,202
2026-1100,Mumbai 125,Hard,32,C,20260202,270,221985,2,,Darja Semenistaja,L,,LAT,23.3,221000,,,Diletta Cherubini,U,,ITA,23.7,6-3 6-1,3,R32,67,3,2,46,31,24,8,8,1,2,0,1,43,31,14,3,8,0,5,99,769,385,161
2026-1155,Oeiras 125 Indoor 1,Hard,32,C,20260209,300,252499,,WC,Alina Korneeva,U,,RUS,18.6,221307,,,Darja Vidmanova,R,,CZE,23.0,7-5 6-1,3,F,81,2,2,66,43,28,12,9,6,8,2,1,65,41,23,9,10,6,12,157,456,137,537
