tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-2096,Canberra 125,Hard,32,C,20241230,300,256684,7,,Aoi Ito,U,,JPN,20.6,221096,,,Sijia Wei,R,,CHN,21.0,6-4 6-3,3,F,74,1,1,55,36,29,10,9,4,4,1,4,61,33,23,14,10,4,7,126,580,134,552
2025-2096,Canberra 125,Hard,32,C,20241230,299,256684,7,,Aoi Ito,U,,JPN,20.6,203463,1,,Nuria Parrizas Diaz,R,167,ESP,33.4,6-2 6-2,3,SF,69,0,4,61,41,21,13,8,5,8,1,1,54,40,16,4,8,4,11,126,580,91,813
2025-2096,Canberra 125,Hard,32,C,20241230,298,221096,,,Sijia Wei,R,,CHN,21.0,223253,,Q,Alexandra Eala,L,173,PHI,19.6,7-5 6-2,3,SF,88,4,2,61,37,23,12,10,1,5,3,6,64,40,21,6,10,3,10,134,552,147,490
2025-2096,Canberra 125,Hard,32,C,20241230,297,203463,1,,Nuria Parrizas Diaz,R,167,ESP,33.4,221407,,Q,Oksana Selekhmeteva,L,,RUS,21.9,6-3 6-3,3,QF,75,0,0,52,36,24,13,9,1,2,1,2,61,41,24,8,9,4,8,91,813,176,406
2025-2096,Canberra 125,Hard,32,C,20241230,296,256684,7,,Aoi Ito,U,,JPN,20.6,211411,,,Nina Stojanovic,R,176,SRB,28.4,6-2 7-6(6),3,QF,95,1,6,76,52,31,10,10,6,10,2,6,74,45,24,9,10,3,9,126,580,250,278
2025-2096,Canberra 125,Hard,32,C,20241230,295,221096,,,Sijia Wei,R,,CHN,21.0,215899,,Q,Simona Waltert,R,,SUI,24.0,6-1 6-4,3,QF,78,1,3,60,37,28,9,9,2,4,2,4,61,27,14,14,8,5,10,134,552,174,409
2025-2096,Canberra 125,Hard,32,C,20241230,294,223253,,Q,Alexandra Eala,L,173,PHI,19.6,223194,,WC,Taylah Preston,R,,AUS,19.1,4-6 6-2 6-1,3,QF,112,1,2,85,55,40,12,13,4,7,1,4,76,48,32,8,12,2,8,147,490,170,419
2025-2096,Canberra 125,Hard,32,C,20241230,293,203463,1,,Nuria Parrizas Diaz,R,167,ESP,33.4,260170,,Q,Sara Saito,R,,JPN,18.2,6-2 6-4,3,R16,68,2,0,44,34,25,8,9,1,2,4,4,63,38,22,11,9,3,7,91,813,150,478
2025-2096,Canberra 125,Hard,32,C,20241230,292,221407,,Q,Oksana Selekhmeteva,L,,RUS,21.9,213646,,,Dalma Galfi,R,178,HUN,26.3,6-3 2-6 7-5,3,R16,127,2,4,82,47,33,16,14,4,8,7,8,110,68,48,13,15,9,14,176,406,141,520
2025-2096,Canberra 125,Hard,32,C,20241230,291,211411,,,Nina Stojanovic,R,176,SRB,28.4,214535,,WC,Petra Hule,U,,AUS,25.8,6-2 6-3,3,R16,76,5,2,40,28,25,5,8,1,2,0,11,74,41,28,8,9,6,11,250,278,312,206
2025-2096,Canberra 125,Hard,32,C,20241230,290,256684,7,,Aoi Ito,U,,JPN,20.6,205925,,,Aliaksandra Sasnovich,R,174,BLR,30.7,6-1 6-2,3,R16,83,1,6,60,40,30,10,8,8,8,1,4,60,26,17,13,7,9,13,126,580,143,516
2025-2096,Canberra 125,Hard,32,C,20241230,289,221096,,,Sijia Wei,R,,CHN,21.0,216566,8,,Mananchaya Sawangkaew,R,,THA,22.4,6-3 6-2,3,R16,74,4,4,62,39,29,10,9,1,3,0,1,43,29,13,6,8,2,7,134,552,130,567
2025-2096,Canberra 125,Hard,32,C,20241230,288,215899,,Q,Simona Waltert,R,,SUI,24.0,221039,,Q,Elsa Jacquemot,R,,FRA,21.6,6-1 6-4,3,R16,88,2,5,65,38,29,13,9,7,8,6,5,52,28,19,6,8,4,8,174,409,159,456
2025-2096,Canberra 125,Hard,32,C,20241230,287,223194,,WC,Taylah Preston,R,,AUS,19.1,222233,6,,Marina Stakusic,R,,CAN,20.0,4-6 6-3 6-1,3,R16,134,1,11,108,65,40,21,13,11,14,7,7,93,55,29,17,13,7,13,170,419,125,587
2025-2096,Canberra 125,Hard,32,C,20241230,286,223253,,Q,Alexandra Eala,L,173,PHI,19.6,215996,,,Arianne Hartono,R,,NED,28.6,6-3 6-3,3,R16,70,4,2,56,32,23,12,9,6,8,1,2,49,28,19,7,9,2,7,147,490,165,432
2025-2096,Canberra 125,Hard,32,C,20241230,285,203463,1,,Nuria Parrizas Diaz,R,167,ESP,33.4,213544,,,Jana Fett,R,168,CRO,28.1,3-6 6-4 7-6(5),3,R32,150,0,5,113,79,48,12,16,8,14,6,12,103,57,37,19,15,7,12,91,813,136,545
2025-2096,Canberra 125,Hard,32,C,20241230,284,260170,,Q,Sara Saito,R,,JPN,18.2,203575,,,Danka Kovinic,R,169,MNE,30.1,7-6(3) 6-1,3,R32,88,4,3,64,31,22,17,10,4,7,4,9,60,28,17,9,9,3,8,150,478,1327,5
2025-2096,Canberra 125,Hard,32,C,20241230,283,213646,,,Dalma Galfi,R,178,HUN,26.3,220750,,,Daria Snigur,R,,UKR,22.7,6-4 2-6 6-3,3,R32,99,10,3,81,54,37,8,13,6,10,2,3,80,47,28,15,14,6,11,141,520,139,531
2025-2096,Canberra 125,Hard,32,C,20241230,282,221407,,Q,Oksana Selekhmeteva,L,,RUS,21.9,201549,5,,Petra Martic,R,181,CRO,33.9,6-3 3-6 7-6(4),3,R32,136,4,9,97,63,49,17,15,6,8,8,6,97,59,49,14,15,5,7,176,406,122,597
2025-2096,Canberra 125,Hard,32,C,20241230,281,214535,,WC,Petra Hule,U,,AUS,25.8,220435,3,,Anastasia Zakharova,R,,RUS,22.9,6-3 6-3,3,R32,78,5,5,59,36,26,11,9,6,7,4,3,60,26,18,15,9,3,7,312,206,112,670
2025-2096,Canberra 125,Hard,32,C,20241230,280,211411,,,Nina Stojanovic,R,176,SRB,28.4,221333,,Q,Solana Sierra,R,,ARG,20.5,6-2 6-1,3,R32,58,8,3,47,33,26,8,8,1,1,1,2,43,25,15,6,7,5,9,250,278,163,439
2025-2096,Canberra 125,Hard,32,C,20241230,279,205925,,,Aliaksandra Sasnovich,R,174,BLR,30.7,213525,,,Jil Teichmann,L,170,SUI,27.4,6-4 3-6 6-3,3,R32,129,4,3,81,50,35,17,14,1,4,2,12,96,56,43,13,14,11,15,143,516,135,550
2025-2096,Canberra 125,Hard,32,C,20241230,278,256684,7,,Aoi Ito,U,,JPN,20.6,221237,,,Maria Timofeeva,R,,UZB,21.1,6-4 7-5,3,R32,106,0,3,74,54,34,8,11,11,15,0,6,69,43,21,12,11,7,13,126,580,138,535
2025-2096,Canberra 125,Hard,32,C,20241230,277,216566,8,,Mananchaya Sawangkaew,R,,THA,22.4,230870,,,Ella Seidel,R,,GER,19.8,4-6 6-2 6-3,3,R32,124,6,6,89,53,38,20,14,2,4,4,3,96,60,36,17,13,5,9,130,567,140,530
2025-2096,Canberra 125,Hard,32,C,20241230,276,221096,,,Sijia Wei,R,,CHN,21.0,211878,,WC,Lizette Cabrera,R,167,AUS,27.0,6-3 6-4,3,R32,86,0,2,64,42,26,11,10,3,6,2,5,65,39,22,9,9,6,11,134,552,293,218
2025-2096,Canberra 125,Hard,32,C,20241230,275,221039,,Q,Elsa Jacquemot,R,,FRA,21.6,263644,,WC,Emerson Jones,R,,AUS,16.4,6-2 6-3,3,R32,68,9,3,56,37,28,9,8,5,5,0,4,54,36,22,6,9,3,7,159,456,373,163
2025-2096,Canberra 125,Hard,32,C,20241230,274,215899,,Q,Simona Waltert,R,,SUI,24.0,221985,4,,Darja Semenistaja,L,,LAT,22.2,6-2 6-1,3,R32,57,3,2,38,20,17,11,7,0,0,0,3,53,35,18,7,8,3,8,174,409,119,630
2025-2096,Canberra 125,Hard,32,C,20241230,273,222233,6,,Marina Stakusic,R,,CAN,20.0,222045,,,Antonia Ruzic,R,,CRO,21.9,0-6 7-6(1) 6-1,3,R32,146,2,7,77,43,28,15,13,4,10,7,6,113,62,39,18,12,13,18,125,587,142,518
2025-2096,Canberra 125,Hard,32,C,20241230,272,223194,,WC,Taylah Preston,R,,AUS,19.1,213998,,Q,Ipek Oz,U,,TUR,25.4,6-3 7-6(4),3,R32,90,1,8,73,39,24,18,11,3,7,2,7,59,34,18,9,10,1,6,170,419,234,308
2025-2096,Canberra 125,Hard,32,C,20241230,271,223253,,Q,Alexandra Eala,L,173,PHI,19.6,221257,,Q,Sinja Kraus,R,,AUT,22.6,6-2 6-4,3,R32,80,1,3,55,30,21,16,9,6,7,6,4,52,28,18,10,9,3,7,147,490,211,332
2025-2096,Canberra 125,Hard,32,C,20241230,270,215996,,,Arianne Hartono,R,,NED,28.6,214388,2,,Anna Bondar,R,,HUN,27.5,6-3 4-6 6-3,3,R32,131,0,6,112,76,44,17,14,14,19,1,6,77,36,25,15,14,2,9,165,432,93,800
2025-1100,Mumbai 125,Hard,32,C,20250203,300,213525,5,,Jil Teichmann,L,170,SUI,27.5,216566,8,,Mananchaya Sawangkaew,R,,THA,22.5,6-3 6-4,3,F,97,1,2,62,39,23,15,10,2,5,3,2,61,42,21,9,9,2,7,117,628,121,597
2025-1100,Mumbai 125,Hard,32,C,20250203,299,213525,5,,Jil Teichmann,L,170,SUI,27.5,266722,,Q,Maaya Rajeshwaran Revathi,R,175,IND,15.6,6-3 6-1,3,SF,68,3,2,45,29,24,7,8,2,3,2,2,52,20,11,13,8,2,7,117,628,,
2025-1100,Mumbai 125,Hard,32,C,20250203,298,216566,8,,Mananchaya Sawangkaew,R,,THA,22.5,201606,2,,Rebecca Marino,R,183,CAN,34.1,6-2 6-2,3,SF,64,3,1,40,26,24,9,8,0,0,7,1,65,42,26,7,8,12,16,121,597,103,744
2025-1100,Mumbai 125,Hard,32,C,20250203,297,213525,5,,Jil Teichmann,L,170,SUI,27.5,220842,,WC,Shrivalli Rashmikaa Bhamidipaty,U,,IND,23.1,6-2 6-2,3,QF,83,0,1,53,31,25,10,8,2,3,1,3,63,28,17,12,8,6,11,117,628,325,200
2025-1100,Mumbai 125,Hard,32,C,20250203,296,266722,,Q,Maaya Rajeshwaran Revathi,R,175,IND,15.6,215614,,Q,Mei Yamaguchi,U,152,JPN,25.6,6-4 3-6 6-2,3,QF,119,5,4,96,46,31,22,14,7,12,5,7,83,45,23,19,13,6,12,,,285,238
2025-1100,Mumbai 125,Hard,32,C,20250203,295,216566,8,,Mananchaya Sawangkaew,R,,THA,22.5,222290,,,Lanlana Tararudee,R,,THA,20.5,7-5 3-6 6-2,3,QF,155,2,0,72,47,30,18,14,2,5,4,9,101,62,41,18,15,10,15,121,597,175,411
2025-1100,Mumbai 125,Hard,32,C,20250203,294,201606,2,,Rebecca Marino,R,183,CAN,34.1,215988,,,Mai Hontama,R,,JPN,25.4,6-3 6-4,3,QF,79,7,4,63,37,27,11,10,3,6,0,5,48,28,17,6,9,1,6,103,744,166,443
2025-1100,Mumbai 125,Hard,32,C,20250203,293,220842,,WC,Shrivalli Rashmikaa Bhamidipaty,U,,IND,23.1,202434,,Q,Aleksandra Krunic,R,163,SRB,31.8,6-4 6-0,3,R16,58,5,2,42,20,13,12,8,1,3,1,2,47,30,14,4,8,6,12,325,200,301,219
2025-1100,Mumbai 125,Hard,32,C,20250203,292,213525,5,,Jil Teichmann,L,170,SUI,27.5,215996,,,Arianne Hartono,R,,NED,28.7,6-7(4) 6-3 6-3,3,R16,156,7,4,106,64,41,26,15,11,14,2,6,96,59,40,16,15,7,13,117,628,174,411
2025-1100,Mumbai 125,Hard,32,C,20250203,291,266722,,Q,Maaya Rajeshwaran Revathi,R,175,IND,15.6,201610,,,Zarina Diyas,R,172,KAZ,31.2,6-3 3-2 RET,3,R16,68,0,5,56,21,14,14,7,6,9,1,2,35,22,10,2,7,1,6,,,353,174
2025-1100,Mumbai 125,Hard,32,C,20250203,290,215614,,Q,Mei Yamaguchi,U,152,JPN,25.6,215899,,,Simona Waltert,R,,SUI,24.1,7-6(3) 2-6 6-4,3,R16,152,2,6,107,60,36,19,15,7,14,5,7,107,65,41,16,15,6,12,285,238,161,456
2025-1100,Mumbai 125,Hard,32,C,20250203,289,216566,8,,Mananchaya Sawangkaew,R,,THA,22.5,222258,,,Linda Fruhvirtova,R,,CZE,19.7,4-6 6-2 6-0,3,R16,117,0,10,85,49,30,18,12,5,9,2,4,61,46,20,5,12,2,10,121,597,195,357
2025-1100,Mumbai 125,Hard,32,C,20250203,288,222290,,,Lanlana Tararudee,R,,THA,20.5,203533,3,,Anna Karolina Schmiedlova,R,176,SVK,30.3,7-6(5) 6-4,3,R16,118,6,2,68,46,33,12,11,1,4,0,6,69,41,27,13,11,2,6,175,411,118,618
2025-1100,Mumbai 125,Hard,32,C,20250203,287,215988,,,Mai Hontama,R,,JPN,25.4,223253,,,Alexandra Eala,L,173,PHI,19.7,7-6(5) 6-2,3,R16,107,0,5,67,50,28,9,10,3,7,1,2,70,41,18,13,10,3,9,166,443,137,525
2025-1100,Mumbai 125,Hard,32,C,20250203,286,201606,2,,Rebecca Marino,R,183,CAN,34.1,206102,,WC,Ankita Raina,R,163,IND,32.0,7-5 2-6 7-6(5),3,R16,163,8,11,126,66,42,22,16,11,19,0,3,104,68,34,18,16,4,11,103,744,297,222
2025-1100,Mumbai 125,Hard,32,C,20250203,285,202434,,Q,Aleksandra Krunic,R,163,SRB,31.8,238075,,LL,Petra Marcinko,U,,CRO,19.1,6-4 6-2,3,R32,80,5,6,63,41,30,9,9,3,5,2,2,58,32,16,12,9,5,10,301,219,252,289
2025-1100,Mumbai 125,Hard,32,C,20250203,284,220842,,WC,Shrivalli Rashmikaa Bhamidipaty,U,,IND,23.1,239389,,,Elena Pridankina,R,,RUS,19.4,6-1 6-0,3,R32,64,2,3,42,18,15,11,6,6,7,0,2,46,29,9,4,7,1,8,325,200,182,393
2025-1100,Mumbai 125,Hard,32,C,20250203,283,215996,,,Arianne Hartono,R,,NED,28.7,211846,,,Kyoka Okamura,R,,JPN,29.3,3-6 7-6(4) 5-0 RET,3,R32,140,6,8,97,49,28,29,14,5,9,0,4,74,46,29,12,12,3,7,174,411,185,385
2025-1100,Mumbai 125,Hard,32,C,20250203,282,213525,5,,Jil Teichmann,L,170,SUI,27.5,211765,,,Emina Bektas,R,,USA,31.8,6-1 0-0 RET,3,R32,29,5,0,15,11,9,3,3,0,0,2,2,31,21,11,2,4,3,6,117,628,184,389
2025-1100,Mumbai 125,Hard,32,C,20250203,281,201610,,,Zarina Diyas,R,172,KAZ,31.2,221985,4,,Darja Semenistaja,L,,LAT,22.3,6-3 6-3,3,R32,79,1,0,54,42,24,9,9,2,4,1,1,64,38,23,7,9,4,9,353,174,122,590
2025-1100,Mumbai 125,Hard,32,C,20250203,280,266722,,Q,Maaya Rajeshwaran Revathi,R,175,IND,15.6,213576,,LL,Iryna Shymanovich,R,,BLR,27.5,6-4 6-1,3,R32,75,6,4,64,23,19,20,9,4,6,0,3,48,28,16,5,8,3,8,,,225,322
2025-1100,Mumbai 125,Hard,32,C,20250203,279,215614,,Q,Mei Yamaguchi,U,152,JPN,25.6,215151,,,Lina Glushko,U,,ISR,25.0,6-3 5-4 RET,3,R32,98,2,0,57,38,24,10,9,1,4,4,4,72,36,22,12,9,5,10,285,238,202,349
2025-1100,Mumbai 125,Hard,32,C,20250203,278,215899,,,Simona Waltert,R,,SUI,24.1,206417,7,,Leolia Jeanjean,R,,FRA,29.4,3-0 RET,3,R32,13,3,0,10,7,7,1,2,0,0,0,0,4,0,0,0,1,0,1,161,456,123,589
2025-1100,Mumbai 125,Hard,32,C,20250203,277,216566,8,,Mananchaya Sawangkaew,R,,THA,22.5,203435,,,Dalila Jakupovic,R,178,SLO,33.8,6-3 6-1,3,R32,61,1,3,53,35,28,8,8,3,4,0,1,46,33,16,5,8,3,8,121,597,246,294
2025-1100,Mumbai 125,Hard,32,C,20250203,276,222258,,,Linda Fruhvirtova,R,,CZE,19.7,214696,,LL,Jessica Failla,U,,USA,27.5,6-3 4-6 6-4,3,R32,164,5,8,96,67,39,7,15,11,19,1,6,99,69,38,7,14,13,22,195,357,434,133
2025-1100,Mumbai 125,Hard,32,C,20250203,275,222290,,,Lanlana Tararudee,R,,THA,20.5,246481,,WC,Sahaja Yamalapalli,U,,IND,24.2,6-3 4-6 6-1,3,R32,150,3,4,71,43,31,12,13,1,6,2,7,99,64,31,15,13,9,17,175,411,291,229
2025-1100,Mumbai 125,Hard,32,C,20250203,274,203533,3,,Anna Karolina Schmiedlova,R,176,SVK,30.3,220735,,Q,Tina Nadine Smith,L,,AUS,22.6,6-7(2) 6-4 6-1,3,R32,170,2,6,97,62,37,17,14,11,15,3,7,105,56,32,20,15,8,16,118,618,290,231
2025-1100,Mumbai 125,Hard,32,C,20250203,273,215988,,,Mai Hontama,R,,JPN,25.4,211702,6,,Nao Hibino,R,163,JPN,30.1,7-6(4) 6-2,3,R32,105,2,3,66,39,25,20,10,4,5,1,4,91,60,36,15,10,6,9,166,443,134,529
2025-1100,Mumbai 125,Hard,32,C,20250203,272,223253,,,Alexandra Eala,L,173,PHI,19.7,260170,,,Sara Saito,R,,JPN,18.3,6-1 6-0,3,R32,60,2,1,42,31,24,5,6,1,1,1,1,53,36,15,5,7,9,15,137,525,177,400
2025-1100,Mumbai 125,Hard,32,C,20250203,271,206102,,WC,Ankita Raina,R,163,IND,32.0,261038,,WC,Vaishnavi Adkar,R,,IND,20.1,6-2 6-2,3,R32,81,0,0,45,41,27,3,8,1,2,0,3,74,47,24,10,8,8,13,297,222,617,65
2025-1100,Mumbai 125,Hard,32,C,20250203,270,201606,2,,Rebecca Marino,R,183,CAN,34.1,239383,,,Sara Bejlek,L,,CZE,19.0,6-0 6-2,3,R32,78,4,3,51,31,23,9,7,3,4,0,4,68,52,22,5,7,9,15,103,744,141,506
2025-1122,Cancun 125,Hard,32,C,20250210,300,215306,,,Emiliana Arango,R,,COL,24.2,215062,,Q,Carson Branstine,R,180,USA,24.4,6-2 6-1,3,F,90,0,3,35,25,14,6,7,0,3,0,4,76,45,18,10,8,9,17,169,431,272,255
2025-1122,Cancun 125,Hard,32,C,20250210,299,215306,,,Emiliana Arango,R,,COL,24.2,215936,8,,Francesca Jones,R,,GBR,24.3,3-6 6-1 7-5,3,SF,143,0,4,113,84,50,11,14,11,16,1,4,77,50,32,9,14,5,12,169,431,146,491
2025-1122,Cancun 125,Hard,32,C,20250210,298,215062,,Q,Carson Branstine,R,180,USA,24.4,233741,3,,Maya Joint,R,,AUS,18.8,6-2 6-3,3,SF,80,0,3,47,27,20,9,8,3,5,1,4,61,33,14,13,9,3,9,272,255,112,685
2025-1122,Cancun 125,Hard,32,C,20250210,297,215936,8,,Francesca Jones,R,,GBR,24.3,213576,,,Iryna Shymanovich,R,,BLR,27.6,6-1 6-0,3,QF,52,2,1,30,19,16,8,6,0,0,0,4,46,26,13,5,7,2,8,146,491,234,304
2025-1122,Cancun 125,Hard,32,C,20250210,296,215306,,,Emiliana Arango,R,,COL,24.2,221911,,LL,Selena Janicijevic,R,183,FRA,22.5,6-1 7-5,3,QF,111,0,3,59,37,21,12,9,2,5,0,0,73,49,21,10,10,8,15,169,431,176,394
2025-1122,Cancun 125,Hard,32,C,20250210,295,233741,3,,Maya Joint,R,,AUS,18.8,221333,7,,Solana Sierra,R,,ARG,20.6,7-5 6-7(3) 6-1,3,QF,154,0,4,92,63,40,14,15,4,8,1,6,107,69,35,18,16,9,17,112,685,155,476
2025-1122,Cancun 125,Hard,32,C,20250210,294,215062,,Q,Carson Branstine,R,180,USA,24.4,203514,,,Katarzyna Kawa,R,178,POL,32.2,6-0 6-3,3,QF,64,1,1,47,30,23,6,8,4,6,0,1,36,25,9,3,7,1,7,272,255,241,294
2025-1122,Cancun 125,Hard,32,C,20250210,293,213576,,,Iryna Shymanovich,R,,BLR,27.6,223194,,,Taylah Preston,R,,AUS,19.2,6-4 1-6 7-5,3,R16,142,2,4,104,70,39,17,14,6,11,1,5,87,58,34,14,15,5,10,234,304,160,457
2025-1122,Cancun 125,Hard,32,C,20250210,292,215936,8,,Francesca Jones,R,,GBR,24.3,203500,,,Sachia Vickery,R,162,USA,29.7,6-3 6-3,3,R16,75,2,3,54,36,25,11,9,4,5,0,2,51,24,14,12,9,2,6,146,491,222,321
2025-1122,Cancun 125,Hard,32,C,20250210,291,215306,,,Emiliana Arango,R,,COL,24.2,222233,4,,Marina Stakusic,R,,CAN,20.2,6-4 7-6(0),3,R16,116,0,1,68,48,26,13,11,1,5,2,1,71,43,24,14,11,5,10,169,431,118,646
2025-1122,Cancun 125,Hard,32,C,20250210,290,221911,,LL,Selena Janicijevic,R,183,FRA,22.5,201478,5,,Varvara Lepchenko,L,180,USA,38.7,7-6(6) 7-6(3),3,R16,147,1,6,91,52,30,22,12,8,12,2,2,99,71,38,15,12,10,14,176,394,125,585
2025-1122,Cancun 125,Hard,32,C,20250210,289,221333,7,,Solana Sierra,R,,ARG,20.6,222017,,,Anouk Koevermans,R,,NED,21.1,7-5 6-3,3,R16,95,1,3,47,33,25,9,10,0,2,1,10,70,43,26,10,11,7,12,155,476,193,360
2025-1122,Cancun 125,Hard,32,C,20250210,288,233741,3,,Maya Joint,R,,AUS,18.8,221020,,WC,Madison Sieg,R,,USA,21.6,6-0 6-3,3,R16,53,0,0,43,32,26,8,8,1,1,0,2,40,24,15,4,7,0,4,112,685,364,166
2025-1122,Cancun 125,Hard,32,C,20250210,287,215062,,Q,Carson Branstine,R,180,USA,24.4,201616,,Q,Lauren Davis,R,157,USA,31.3,7-6(4) 6-2,3,R16,106,6,1,62,43,30,11,10,0,2,0,4,86,54,35,11,10,8,12,272,255,254,282
2025-1122,Cancun 125,Hard,32,C,20250210,286,203514,,,Katarzyna Kawa,R,178,POL,32.2,211635,,,Louisa Chirico,R,175,USA,28.7,6-2 6-1,3,R16,64,1,1,43,26,20,11,7,0,0,0,3,53,38,20,4,8,6,11,241,294,175,397
2025-1122,Cancun 125,Hard,32,C,20250210,285,213576,,,Iryna Shymanovich,R,,BLR,27.6,213583,1,,Tatjana Maria,R,172,GER,37.5,6-2 6-2,3,R32,67,0,0,53,48,35,2,8,3,3,2,1,41,25,15,9,8,1,5,234,304,74,896
2025-1122,Cancun 125,Hard,32,C,20250210,284,223194,,,Taylah Preston,R,,AUS,19.2,211874,,WC,Victoria Rodriguez,U,170,MEX,29.8,6-2 4-6 6-4,3,R32,141,0,6,93,54,26,15,14,8,16,1,7,93,70,31,7,14,7,17,160,457,342,186
2025-1122,Cancun 125,Hard,32,C,20250210,283,203500,,,Sachia Vickery,R,162,USA,29.7,260300,,,Iva Jovic,R,,USA,17.1,6-3 7-5,3,R32,109,1,2,76,43,29,11,11,3,8,0,2,54,28,13,10,10,3,10,222,321,167,432
2025-1122,Cancun 125,Hard,32,C,20250210,282,215936,8,,Francesca Jones,R,,GBR,24.3,211901,,,Aliona Bolsova,R,172,ESP,27.2,7-5 6-4,3,R32,85,1,4,66,49,28,11,11,5,8,1,6,74,54,28,10,11,6,11,146,491,562,81
2025-1122,Cancun 125,Hard,32,C,20250210,281,222233,4,,Marina Stakusic,R,,CAN,20.2,203475,,,Carol Zhao,R,165,CAN,29.6,6-3 6-4,3,R32,97,0,2,63,44,29,7,10,3,6,1,2,66,47,25,7,9,1,6,118,646,278,248
2025-1122,Cancun 125,Hard,32,C,20250210,280,215306,,,Emiliana Arango,R,,COL,24.2,215992,,Q,Whitney Osuigwe,R,168,USA,22.8,6-4 6-4,3,R32,106,0,1,62,45,24,10,10,4,7,0,4,64,41,24,7,10,6,11,169,431,232,306
2025-1122,Cancun 125,Hard,32,C,20250210,279,221911,,LL,Selena Janicijevic,R,183,FRA,22.5,213706,,,Irene Burillo Escorihuela,R,,ESP,27.5,6-3 6-4,3,R32,87,1,3,60,38,26,12,10,1,3,0,0,50,42,24,3,9,2,6,176,394,221,326
2025-1122,Cancun 125,Hard,32,C,20250210,278,201478,5,,Varvara Lepchenko,L,180,USA,38.7,215064,,,Maria Mateas,R,,USA,25.5,6-3 4-6 6-3,3,R32,146,6,1,83,51,35,19,14,3,6,1,3,92,64,36,15,14,5,10,125,585,249,290
2025-1122,Cancun 125,Hard,32,C,20250210,277,221333,7,,Solana Sierra,R,,ARG,20.6,206255,,,Patricia Maria Tig,R,,ROU,30.5,6-0 6-3,3,R32,79,4,0,44,30,21,8,7,5,6,0,5,58,30,16,8,8,7,13,155,476,238,297
2025-1122,Cancun 125,Hard,32,C,20250210,276,222017,,,Anouk Koevermans,R,,NED,21.1,220699,,LL,Julia Riera,R,,ARG,22.7,1-6 7-6(3) 7-5,3,R32,150,4,6,89,56,37,13,15,2,8,2,2,107,62,35,28,16,8,13,193,360,144,505
2025-1122,Cancun 125,Hard,32,C,20250210,275,221020,,WC,Madison Sieg,R,,USA,21.6,213739,,WC,Jessica Hinojosa Gomez,U,,MEX,27.3,6-0 6-4,3,R32,8,2,0,40,27,21,8,8,0,1,0,2,70,53,26,7,8,8,13,364,166,973,20
2025-1122,Cancun 125,Hard,32,C,20250210,274,233741,3,,Maya Joint,R,,AUS,18.8,213949,,,Hanna Chang,R,,USA,26.9,6-7(4) 7-5 6-4,3,R32,203,1,3,116,77,51,15,17,8,13,2,4,125,69,43,25,17,12,19,112,685,190,365
2025-1122,Cancun 125,Hard,32,C,20250210,273,215062,,Q,Carson Branstine,R,180,USA,24.4,214262,6,,Ena Shibahara,R,170,JPN,26.9,6-2 3-6 7-6(2),3,R32,370,2,6,90,57,31,15,15,3,10,1,1,85,57,28,16,14,4,11,272,255,148,490
2025-1122,Cancun 125,Hard,32,C,20250210,272,201616,,Q,Lauren Davis,R,157,USA,31.3,220770,,Q,Eva Vedder,R,,NED,25.2,1-6 6-1 6-2,3,R32,117,0,1,69,57,34,7,11,4,7,5,3,77,48,25,16,11,7,12,254,282,276,251
2025-1122,Cancun 125,Hard,32,C,20250210,271,203514,,,Katarzyna Kawa,R,178,POL,32.2,206007,,,Laura Pigossi,R,164,BRA,30.5,4-6 7-5 6-1,3,R32,146,2,6,84,54,29,14,14,3,9,0,2,89,58,30,10,15,7,16,241,294,161,456
2025-1122,Cancun 125,Hard,32,C,20250210,270,211635,,,Louisa Chirico,R,175,USA,28.7,214604,2,,Maria Lourdes Carle,R,,ARG,25.0,6-3 6-4,3,R32,106,0,5,70,51,27,9,10,8,12,0,5,60,38,18,9,9,4,10,175,397,98,758
2025-1124,Antalya 125 1,Clay,32,C,20250318,300,223331,6,,Anca Alexia Todoni,R,,ROU,20.4,220742,,,Leyre Romero Gormaz,L,,ESP,22.9,6-3 6-2,3,F,86,2,1,52,35,25,8,9,1,3,0,3,57,40,20,8,8,4,9,100,718,157,466
2025-1124,Antalya 125 1,Clay,32,C,20250318,299,223331,6,,Anca Alexia Todoni,R,,ROU,20.4,216262,,,Clara Burel,R,176,FRA,23.9,6-2 3-2 RET,3,SF,83,0,0,54,37,22,9,7,4,6,0,0,44,33,16,3,7,1,5,100,718,148,494
2025-1124,Antalya 125 1,Clay,32,C,20250318,298,220742,,,Leyre Romero Gormaz,L,,ESP,22.9,216081,,,Maja Chwalinska,L,,POL,23.4,4-6 6-3 6-4,3,SF,158,3,4,93,56,36,20,15,6,10,0,2,94,71,41,12,14,7,12,157,466,131,561
