tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,102,221411,,,Jennifer Ruggeri,R,,ITA,21.7,222613,,,Caterina Odorizzi,U,,ITA,,6-2 6-0,3,R32,77,0,4,40,23,15,8,5,2,3,0,0,29,21,7,4,5,1,5,764,39,1378,4
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,107,214919,,,Dalila Spiteri,R,,ITA,28.0,267859,,,Anna Jelinkova,U,,CZE,,6-2 6-3,3,R32,78,,,,,,,,,,,,,,,,,,,507,98,,
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,106,266659,,,Giulia Paterno,U,,ITA,,260939,,,Virginia Zamberlani,U,,SUI,,6-1 6-2,3,R32,64,,,,,,,,,,,,,,,,,,,,,,
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,205,267439,,,Teodora Kostovic,R,,SRB,17.8,256705,,,Samira De Stefano,L,,ITA,20.9,6-2 4-6 6-3,3,R16,134,3,3,33,19,14,7,5,0,1,0,0,31,16,9,4,6,0,3,524,92,445,120
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,202,231639,,,Ariana Geerlings,U,,ESP,19.6,211328,,,Deborah Chiesa,R,170,ITA,28.8,4-6 6-3 7-5,3,R16,160,1,6,109,65,37,18,15,10,17,3,3,95,68,36,8,16,3,12,413,135,502,99
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,208,220716,,,Oleksandra Oliynykova,R,,CRO,24.3,220306,,,Alessandra Mazzola,U,,ITA,25.3,6-2 4-6 6-4,3,R16,151,1,2,93,60,40,12,14,5,10,0,4,82,60,31,11,14,7,14,274,264,587,73
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,207,259758,,,Anouck Vrancken Peeters,U,,NED,22.2,230876,,,Viola Turini,U,,ITA,19.3,7-5 6-7(3) 6-4,3,R16,190,,,,,,,,,,,,,,,,,,,533,88,911,25
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,206,214301,,,Tatiana Pieri,U,,ITA,26.1,266819,,,Lucrezia Musetti,U,,ITA,,6-2 6-1,3,R16,74,0,0,28,18,13,5,5,4,5,0,1,27,15,7,4,4,0,3,390,150,1288,7
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,203,221469,,,Beatrice Ricci,U,,ITA,21.8,266659,,,Giulia Paterno,U,,ITA,,4-6 6-4 7-5,3,R16,208,5,9,129,67,40,29,16,15,22,1,6,109,77,39,14,16,4,12,418,133,,
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,204,214919,,,Dalila Spiteri,R,,ITA,28.0,210847,,,Miriana Tona,U,,ITA,30.3,6-0 6-3,3,R16,85,2,0,4,2,2,2,1,0,0,0,0,5,3,1,0,1,0,1,507,98,409,136
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,201,221247,,,Ekaterina Makarova,R,,RUS,29.2,221411,,,Jennifer Ruggeri,R,,ITA,21.7,6-2 6-2,3,R16,87,0,0,48,32,22,11,8,4,5,1,5,55,38,21,4,8,9,14,221,328,764,39
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,304,220716,,,Oleksandra Oliynykova,R,,CRO,24.3,259758,,,Anouck Vrancken Peeters,U,,NED,22.2,6-3 6-1,3,QF,94,0,0,45,30,19,7,8,2,5,0,3,55,38,13,7,8,5,12,274,264,533,88
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,302,214919,,,Dalila Spiteri,R,,ITA,28.0,221469,,,Beatrice Ricci,U,,ITA,21.8,6-3 6-4,3,QF,91,0,1,44,27,24,8,9,0,1,2,2,68,35,20,17,10,3,7,507,98,418,133
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,301,221247,,,Ekaterina Makarova,R,,RUS,29.2,231639,,,Ariana Geerlings,U,,ESP,19.6,6-4 6-4,3,QF,101,0,0,78,62,38,7,10,4,6,1,6,69,45,26,10,10,2,6,221,328,413,135
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,303,214301,,,Tatiana Pieri,U,,ITA,26.1,267439,,,Teodora Kostovic,R,,SRB,17.8,6-3 6-2,3,QF,105,0,1,62,43,26,9,8,3,5,0,2,61,41,18,7,9,7,13,390,150,524,92
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,401,221247,,,Ekaterina Makarova,R,,RUS,29.2,214919,,,Dalila Spiteri,R,,ITA,28.0,5-7 7-6(8) 6-2,3,SF,186,0,3,107,73,38,19,16,5,12,1,2,116,86,47,12,16,6,14,221,328,507,98
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,402,220716,,,Oleksandra Oliynykova,R,,CRO,24.3,214301,,,Tatiana Pieri,U,,ITA,26.1,6-2 6-3,3,SF,99,2,2,67,53,32,6,9,10,13,0,4,65,47,23,5,8,6,12,274,264,390,150
2025-W-ITF-ITA-2025-010,W35 Santa Margherita di Pula,Clay,32,35,20250505,501,220716,,,Oleksandra Oliynykova,R,,CRO,24.3,221247,,,Ekaterina Makarova,R,,RUS,29.2,6-4 6-0,3,F,81,2,5,55,37,25,7,8,3,5,0,3,49,32,12,7,8,3,9,274,264,221,328
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,113,214684,,,Katherine Sebov,R,173,CAN,26.3,211544,,,Nagi Hanatani,R,,JPN,30.1,6-2 7-5,3,R32,100,0,3,68,50,31,6,10,5,9,0,4,65,44,21,5,10,6,13,289,239,777,38
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,111,214189,,,Alicia Herrero Linana,R,,ESP,26.3,220891,,,Kylie Collins,R,,USA,22.4,6-1 6-2,3,R32,76,0,0,30,25,14,3,5,3,5,0,5,31,18,7,2,5,4,9,425,129,993,18
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,108,204419,,,Ana Sofia Sanchez,L,,MEX,31.0,214271,,,Jaeda Daniel,U,,USA,25.7,6-4 6-7(6) 6-2,3,R32,168,0,10,105,77,42,11,15,9,16,0,2,99,64,31,13,15,4,14,282,252,704,50
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,112,213657,,,Martha Matoula,R,,GRE,28.0,215064,,,Maria Mateas,R,,USA,25.7,2-6 7-6(4) 6-3,3,R32,158,0,4,79,44,23,18,12,3,9,1,1,77,51,30,13,11,4,7,421,131,237,309
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,105,203475,,,Carol Zhao,R,165,CAN,29.8,222156,,,Silvia Ambrosio,R,,ITA,28.2,7-5 4-6 6-2,3,R32,143,1,4,82,61,37,9,15,3,9,1,2,104,79,38,11,15,8,16,251,285,314,213
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,103,214862,,,Martina Okalova,U,,SVK,27.9,222297,,,Maria Kozyreva,U,,RUS,25.9,7-6(4) 6-4,3,R32,110,0,0,10,6,2,2,1,1,2,0,0,0,0,0,0,0,0,0,453,116,514,96
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,114,220757,,,Lia Karatancheva,U,,BUL,21.6,215236,,,Maria Kononova,U,,RUS,28.1,6-2 6-1,3,R32,60,0,4,49,26,15,7,8,4,9,0,1,36,16,14,15,7,1,1,315,213,913,24
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,110,211668,,,Riya Bhatia,R,,IND,27.6,264063,,,Olivia Bergler,U,,POL,,6-4 6-2,3,R32,87,1,7,58,34,22,11,9,5,8,0,2,59,34,17,9,9,5,11,624,63,1316,6
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,107,221741,,,Abigail Rencheli,R,,MDA,23.0,202478,,,Tara Moore,R,163,GBR,32.7,6-2 6-1,3,R32,69,1,3,45,26,17,11,7,4,5,1,8,34,12,5,7,6,3,8,1356,5,990,18
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,102,270087,,,Scarlett Fagan,U,,USA,,203370,,,Tori Kinard,U,,USA,37.4,7-5 4-2 RET,3,R32,85,0,1,32,24,14,6,6,2,4,0,3,35,21,10,6,6,2,5,,,952,21
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,104,220722,,,Elvina Kalieva,R,,USA,21.7,267882,,,Ellie Schoppe,U,,USA,23.4,7-5 1-6 6-4,3,R32,144,3,3,85,52,32,13,14,4,10,3,9,104,55,37,18,15,8,14,256,283,981,19
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,115,264150,,,Elizabeth Ionescu,R,,USA,17.0,214238,,,Verena Meliss,U,,ITA,27.7,6-2 6-2,3,R32,73,0,0,0,0,0,0,0,0,0,0,0,6,5,2,1,1,0,0,1241,8,566,78
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,116,213949,,,Hanna Chang,R,,USA,27.1,221220,,,Lea Ma,U,,USA,24.2,2-6 6-1 7-5,3,R32,146,,,,,,,,,,,,,,,,,,,180,400,374,165
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,101,201613,,,Arina Rodionova,R,168,AUS,35.3,267115,,,Maya Iyengar,U,,USA,17.9,6-3 6-1,3,R32,71,0,2,42,34,27,5,8,0,0,0,5,68,42,23,10,8,12,16,204,366,1011,17
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,109,222189,,,Anna Sinclair Rogers,U,,USA,27.1,214535,,,Petra Hule,U,,AUS,26.1,1-6 6-4 6-4,3,R32,117,5,5,93,62,42,11,14,5,10,0,5,93,69,39,14,13,9,13,261,279,342,188
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,106,269714,,,Kristina Liutova,U,,RUS,15.2,215840,,,Haley Giavara,R,,USA,24.5,6-3 4-6 6-3,3,R32,135,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1137,11,458,114
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,203,269714,,,Kristina Liutova,U,,RUS,15.2,203475,,,Carol Zhao,R,165,CAN,29.8,1-6 6-4 6-4,3,R16,158,1,5,85,55,30,10,13,7,14,0,8,106,75,45,10,14,7,14,1137,11,251,285
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,206,214189,,,Alicia Herrero Linana,R,,ESP,26.3,213657,,,Martha Matoula,R,,GRE,28.0,6-0 6-3,3,R16,79,0,0,43,34,21,8,7,3,3,0,0,46,31,14,4,6,5,10,425,129,421,131
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,207,220757,,,Lia Karatancheva,U,,BUL,21.6,214684,,,Katherine Sebov,R,173,CAN,26.3,6-1 6-1,3,R16,74,0,0,9,6,4,1,2,0,1,0,1,10,4,3,0,2,0,1,315,213,289,239
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,204,204419,,,Ana Sofia Sanchez,L,,MEX,31.0,221741,,,Abigail Rencheli,R,,MDA,23.0,6-7(4) 6-4 6-1,3,R16,174,0,5,84,64,31,9,11,5,10,1,9,64,34,23,12,10,4,9,282,252,1356,5
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,205,211668,,,Riya Bhatia,R,,IND,27.6,222189,,,Anna Sinclair Rogers,U,,USA,27.1,3-6 7-6(5) 7-5,3,R16,166,2,8,101,68,43,15,16,0,4,1,4,135,96,61,18,17,15,19,624,63,261,279
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,202,214862,,,Martina Okalova,U,,SVK,27.9,220722,,,Elvina Kalieva,R,,USA,21.7,5-7 6-1 6-4,3,R16,169,0,6,106,85,55,6,15,3,7,3,8,108,61,35,21,14,6,12,453,116,256,283
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,201,201613,,,Arina Rodionova,R,168,AUS,35.3,270087,,,Scarlett Fagan,U,,USA,,6-2 6-0,3,R16,64,1,0,37,24,17,8,7,0,1,0,4,62,39,20,3,7,7,13,204,366,,
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,302,269714,,,Kristina Liutova,U,,RUS,15.2,204419,,,Ana Sofia Sanchez,L,,MEX,31.0,6-4 6-3,3,QF,118,0,5,52,31,17,9,9,1,5,0,3,78,61,29,5,10,7,14,1137,11,282,252
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,303,211668,,,Riya Bhatia,R,,IND,27.6,214189,,,Alicia Herrero Linana,R,,ESP,26.3,2-6 6-4 0-0 RET,3,QF,88,2,4,49,35,16,5,9,2,8,1,0,63,48,22,8,9,3,8,624,63,425,129
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,208,213949,,,Hanna Chang,R,,USA,27.1,264150,,,Elizabeth Ionescu,R,,USA,17.0,2-6 6-3 7-5,3,R16,139,4,11,106,56,36,22,15,4,10,0,4,74,43,27,13,14,0,6,180,400,1241,8
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,301,201613,,,Arina Rodionova,R,168,AUS,35.3,214862,,,Martina Okalova,U,,SVK,27.9,6-3 0-6 6-0,3,QF,124,0,2,63,43,22,10,10,3,8,0,2,77,46,20,13,11,6,13,204,366,453,116
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,304,220757,,,Lia Karatancheva,U,,BUL,21.6,213949,,,Hanna Chang,R,,USA,27.1,6-3 6-1,3,QF,81,1,2,60,40,24,13,8,5,6,2,7,54,28,15,10,8,5,10,315,213,180,400
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,401,201613,,,Arina Rodionova,R,168,AUS,35.3,269714,,,Kristina Liutova,U,,RUS,15.2,7-5 6-4,3,SF,122,1,2,70,56,36,5,11,5,9,0,5,82,55,29,10,11,9,15,204,366,1137,11
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,402,220757,,,Lia Karatancheva,U,,BUL,21.6,211668,,,Riya Bhatia,R,,IND,27.6,6-3 3-6 6-3,3,SF,136,0,1,83,56,34,17,14,3,8,0,14,93,48,29,18,13,2,8,315,213,624,63
2025-W-ITF-USA-2025-015,W50 Indian Harbour Beach FL,Clay,32,50,20250505,501,220757,,,Lia Karatancheva,U,,BUL,21.6,201613,,,Arina Rodionova,R,168,AUS,35.3,6-2 6-7(6) 6-3,3,F,155,0,2,62,40,22,13,10,2,6,0,3,67,45,24,9,10,2,8,315,213,204,366
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,104,262891,,,Monika Ekstrand,R,,USA,18.0,221512,,,Katrina Scott,R,180,USA,20.8,6-4 6-4,3,R32,97,,,,,,,,,,,,,,,,,,,729,45,400,140
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,115,264149,,,Ayana Akli,R,,USA,23.8,260714,,,Mayu Crossley,R,,JPN,18.8,6-2 6-4,3,R32,80,0,1,45,31,24,6,9,0,2,2,4,58,42,22,5,9,4,9,410,136,485,105
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,101,214007,,,Dasha Ivanova,R,,USA,28.5,202604,,,Despina Papamichail,R,178,GRE,32.2,6-3 6-2,3,R32,106,1,1,65,48,28,9,9,5,8,0,5,67,48,22,7,8,6,12,747,42,258,282
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,114,221982,,,Sofia Elena Cabezas Dominguez,U,,VEN,23.2,267465,,,Claire An,U,,USA,,7-6(2) 4-6 7-6(8),3,R32,255,1,2,124,82,40,22,17,7,17,0,15,120,72,39,20,17,5,14,792,36,,
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,116,259857,,,Akasha Urhobo,R,,USA,18.2,210645,,,Elena Teodora Cadar,L,,ROU,31.1,6-1 6-3,3,R32,70,5,3,55,37,25,6,8,5,8,0,10,57,25,8,13,8,5,12,297,231,938,22
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,112,215566,,,Gergana Topalova,R,,BUL,25.1,214877,,,Makenna Jones,U,,USA,27.1,6-3 6-2,3,R32,90,3,4,65,34,25,15,9,3,4,1,3,46,26,14,9,8,2,6,334,195,630,60
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,106,221165,,,Raphaelle Lacasse,R,,CAN,24.7,264017,,,Riley Crowder,U,,USA,,6-4 6-0,3,R32,74,0,3,47,34,25,6,8,1,2,0,5,45,24,11,9,8,4,9,1212,9,,
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,105,215037,,,Kayla Day,L,173,USA,25.6,270088,,,Leena Friedman,U,,USA,,4-6 6-4 6-1,3,R32,171,2,11,76,40,23,13,13,3,10,0,6,90,46,23,15,14,4,14,387,152,,
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,107,214909,,,Jada Robinson,U,,USA,26.2,259820,,,Victoria Osuigwe,U,,USA,18.3,4-6 6-4 6-2,3,R32,161,3,1,86,49,33,16,14,8,13,0,7,102,68,38,13,14,11,18,504,99,567,78
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,103,221000,,,Diletta Cherubini,U,,ITA,22.9,260695,,,Gabriella Vannessa Lindgren,U,,SWE,,6-2 0-6 6-3,3,R32,122,2,6,67,39,22,10,11,1,7,1,8,62,40,22,9,12,3,10,452,117,1171,10
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,102,221440,,,Allura Zamarripa,L,,USA,22.7,259914,,,Lara Smejkal,,,SLO,20.7,6-4 6-2,3,R32,85,3,1,64,34,22,22,9,3,3,3,2,51,26,20,12,9,2,5,,,1002,18
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,109,220673,,,Alana Smith,U,,USA,25.4,213739,,,Jessica Hinojosa Gomez,U,,MEX,27.6,6-3 6-2,3,R32,87,1,2,52,24,18,21,9,4,4,2,6,56,35,21,11,8,2,5,396,143,933,22
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,108,221310,,,Katerina Mandelikova,U,,CZE,21.8,221023,,,Victoria Hu,U,,USA,23.0,1-6 6-3 6-4,3,R32,130,0,0,86,69,41,10,13,3,6,3,0,82,43,29,21,13,6,9,1174,10,362,171
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,110,202619,,,Ema Burgic,R,178,BIH,32.7,266937,,,Christasha Mcneil,R,,USA,18.5,6-2 6-2,3,R32,78,0,5,49,31,21,8,8,0,2,0,2,41,23,10,3,8,1,7,799,36,791,36
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,111,214505,,,Haruna Arakawa,U,,JPN,25.5,206406,,,Berta Bonardi,R,,ARG,29.8,2-6 6-3 6-4,3,R32,219,1,1,77,58,29,9,13,5,12,0,5,105,66,35,16,14,12,20,493,104,773,38
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,113,236972,,,Luisina Giovannini,U,,ARG,18.4,220680,,,Fiona Crawley,U,,USA,23.2,6-4 6-4,3,R32,105,0,1,71,50,29,9,10,11,15,1,4,57,34,17,9,10,5,11,367,168,670,55
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,203,215037,,,Kayla Day,L,173,USA,25.6,221165,,,Raphaelle Lacasse,R,,CAN,24.7,6-1 7-5,3,R16,101,3,5,57,36,23,12,9,1,3,2,2,59,37,20,9,10,5,11,387,152,1212,9
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,205,220673,,,Alana Smith,U,,USA,25.4,202619,,,Ema Burgic,R,178,BIH,32.7,6-3 6-4,3,R16,105,1,3,60,39,24,10,9,3,6,1,7,60,38,19,10,10,6,12,396,143,799,36
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,204,214909,,,Jada Robinson,U,,USA,26.2,221310,,,Katerina Mandelikova,U,,CZE,21.8,6-3 6-4,3,R16,91,0,1,53,30,24,13,10,3,5,1,3,68,50,25,11,9,9,13,504,99,1174,10
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,207,236972,,,Luisina Giovannini,U,,ARG,18.4,221982,,,Sofia Elena Cabezas Dominguez,U,,VEN,23.2,6-1 6-0,3,R16,69,1,1,34,24,20,4,6,1,2,0,4,49,32,12,5,7,4,11,367,168,792,36
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,202,262891,,,Monika Ekstrand,R,,USA,18.0,221000,,,Diletta Cherubini,U,,ITA,22.9,W/O,3,R16,,,,,,,,,,,,,,,,,,,,729,45,452,117
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,206,215566,,,Gergana Topalova,R,,BUL,25.1,214505,,,Haruna Arakawa,U,,JPN,25.5,7-5 6-4,3,R16,130,2,4,67,44,25,10,11,5,10,0,1,68,51,24,6,11,8,15,334,195,493,104
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,201,221440,,,Allura Zamarripa,L,,USA,22.7,214007,,,Dasha Ivanova,R,,USA,28.5,6-0 6-2,3,R16,55,8,1,34,17,15,14,7,0,0,0,2,47,35,14,6,7,2,7,,,747,42
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,208,264149,,,Ayana Akli,R,,USA,23.8,259857,,,Akasha Urhobo,R,,USA,18.2,6-2 6-2,3,R16,72,0,2,52,36,25,8,8,1,2,0,4,46,33,14,7,8,2,7,410,136,297,231
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,301,262891,,,Monika Ekstrand,R,,USA,18.0,221440,,,Allura Zamarripa,L,,USA,22.7,7-6(4) 1-6 6-1,3,QF,143,4,6,87,53,37,15,13,5,9,2,0,99,63,38,19,13,7,11,729,45,,
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,304,264149,,,Ayana Akli,R,,USA,23.8,236972,,,Luisina Giovannini,U,,ARG,18.4,6-2 7-5,3,QF,129,1,3,76,58,35,7,10,5,9,1,5,71,46,21,10,10,6,13,410,136,367,168
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,303,215566,,,Gergana Topalova,R,,BUL,25.1,220673,,,Alana Smith,U,,USA,25.4,6-3 6-4,3,QF,99,3,3,63,36,23,11,10,4,8,1,6,56,39,18,6,9,3,9,334,195,396,143
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,302,214909,,,Jada Robinson,U,,USA,26.2,215037,,,Kayla Day,L,173,USA,25.6,5-7 6-4 6-3,3,QF,165,5,2,90,58,37,14,16,3,10,2,9,98,67,34,13,15,3,11,504,99,387,152
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,401,262891,,,Monika Ekstrand,R,,USA,18.0,214909,,,Jada Robinson,U,,USA,26.2,3-6 6-3 6-1,3,SF,158,3,4,79,47,36,16,12,8,9,4,4,95,60,35,19,13,0,4,729,45,504,99
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,402,264149,,,Ayana Akli,R,,USA,23.8,215566,,,Gergana Topalova,R,,BUL,25.1,6-7(6) 6-4 7-5,3,SF,197,2,4,105,68,36,21,16,4,10,2,2,99,54,31,21,15,4,11,410,136,334,195
2025-W-ITF-USA-2025-016,W35 Boca Raton FL,Clay,32,35,20250505,501,262891,,,Monika Ekstrand,R,,USA,18.0,264149,,,Ayana Akli,R,,USA,23.8,6-2 6-1,3,F,82,1,4,55,31,23,15,8,2,2,0,2,50,37,20,4,7,6,10,729,45,410,136
2025-W-ITF-USA-2025-017,W15 Orlando FL,Clay,32,15,20250512,107,270078,,,Ava Rodriguez,R,,USA,16.9,258529,,,Meisha Kendall Woseley,U,,USA,27.1,6-0 6-2,3,R32,68,3,6,46,33,25,6,7,2,3,0,1,39,23,8,3,7,1,7,,,1204,9
2025-W-ITF-USA-2025-017,W15 Orlando FL,Clay,32,15,20250512,113,260003,,,Carolina Bohrer Martins,U,,BRA,17.6,270089,,,Emery Combs,U,,USA,,6-3 2-6 7-6(5),3,R32,171,2,17,117,68,44,18,14,9,14,4,9,118,56,37,29,15,4,9,926,23,,
2025-W-ITF-USA-2025-017,W15 Orlando FL,Clay,32,15,20250512,111,266686,,,Sophie Llewellyn,U,,USA,19.2,203370,,,Tori Kinard,U,,USA,37.4,6-3 6-4,3,R32,113,0,6,64,36,22,16,10,6,9,0,7,75,50,28,8,9,9,14,1326,5,952,21
2025-W-ITF-USA-2025-017,W15 Orlando FL,Clay,32,15,20250512,108,264063,,,Olivia Bergler,U,,POL,,214800,,,Sabastiani Leon,R,,MEX,33.1,6-2 6-1,3,R32,81,1,5,41,20,16,8,7,1,3,0,0,46,36,11,4,8,2,9,1316,6,787,37
2025-W-ITF-USA-2025-017,W15 Orlando FL,Clay,32,15,20250512,116,256673,,,Francesca Pace,U,,ITA,19.7,221148,,,Jenna Dean,U,,USA,24.8,6-4 6-2,3,R32,75,1,6,52,31,26,11,9,0,0,2,4,56,36,23,8,9,1,4,617,65,1154,11
2025-W-ITF-USA-2025-017,W15 Orlando FL,Clay,32,15,20250512,103,215283,,,Taylor Gruber,U,,USA,25.9,270090,,,Olivia De Los Reyes,U,,USA,,5-7 6-3 6-4,3,R32,139,0,7,104,74,45,12,16,4,10,2,8,88,44,26,20,15,4,11,1369,4,,
2025-W-ITF-USA-2025-017,W15 Orlando FL,Clay,32,15,20250512,102,267115,,,Maya Iyengar,U,,USA,17.9,270087,,,Scarlett Fagan,U,,USA,,6-3 7-6(4),3,R32,114,2,5,74,43,28,16,11,2,5,1,2,72,47,29,11,10,2,6,1011,17,,
2025-W-ITF-USA-2025-017,W15 Orlando FL,Clay,32,15,20250512,105,214007,,,Dasha Ivanova,R,,USA,28.5,201691,,,Dia Evtimova,R,168,BUL,38.0,7-5 6-1,3,R32,79,0,1,55,39,27,9,10,4,6,1,3,56,37,18,11,9,4,9,747,42,975,20
